,institution_id,person_id,project_count,person_gender_index,name,first_name,gender
1424,10345,1410275,12,0.15,professorin dr. ursula van rienen,van,?
1425,10345,1362090,12,0.0125,professor dr. heinrich stolz,heinrich,M
1426,10345,993024,13,0.16666666666666666,professor dr. hermann bauwe,hermann,M
1427,10345,1127384,13,0.4178571428571429,professor dr. ulf karsten,ulf,M
1428,10345,1231079,13,0.04464285714285714,professor dr. ronald redmer,ronald,M
1429,10345,1184354,13,0.015625,professor dr. karl-heinz meiwes-broer,karl-heinz,
1430,10345,1437117,14,,professor dr.-ing. olaf keßler,olaf,M
1431,10348,1714229,6,0.0,privatdozent dr. andré casajus,andré,
1432,10349,1817143,10,0.16666666666666666,professor dr. david rafaja,david,M
1433,10349,1757223,10,0.0,professor dr. stefan buske,stefan,M
1434,10349,1444773,12,0.05,professor dr. edwin kroke,edwin,M
1435,10349,1827071,14,0.0,professor dr.-ing. urs peuker,urs,M
1436,10349,1262618,14,0.05555555555555555,professor dr. jörg w. schneider,w.,
1437,10349,1683861,17,0.08333333333333333,professor dr.-ing. rudolf kawalla,rudolf,M
1438,10349,1225725,18,0.08333333333333333,professor dr. lothar ratschbacher,lothar,M
1439,10349,1156871,19,0.0,professor dr. meinhard kuna,meinhard,M
1440,10349,1401348,25,0.2222222222222222,professor dr.-ing. horst biermann,horst,M
1441,10349,1612057,29,0.16666666666666666,professor dr.-ing. christos aneziris,christos,M
1442,10351,1267349,16,0.10833333333333334,professor dr. erich schröger,erich,M
1443,10351,1469921,16,0.0,professor dr. detlev belder,detlev,M
1444,10351,1179359,16,0.03125,professor dr. thomas magin,thomas,M
1445,10351,1000187,17,0.2545454545454545,professorin dr. annette g. beck-sickinger,g.,
1446,10351,1761189,18,0.18547008547008545,professor dr. christian wirth,christian,M
1447,10351,1262359,19,0.16666666666666666,professor dr. ulrich johannes schneider,johannes,M
1448,10351,1127612,19,0.023809523809523808,professor dr. jörg kärger,jörg,
1449,10351,1408376,20,0.08333333333333333,professor dr. manfred wendisch,manfred,M
1450,10351,1377251,20,0.1431818181818182,professor dr. friedrich kremer,friedrich,M
1451,10351,1078414,26,0.08484848484848485,professor dr. marius grundmann,marius,M
1452,10353,1359106,20,0.11710526315789475,professor dr.-ing. franz baader,franz,M
1453,10353,1164835,22,0.17543859649122806,professor dr. karl leo,karl,M
1454,10353,1413181,22,0.12272727272727273,professor dr.-ing. eckhard beyer,eckhard,M
1455,10353,1114351,22,0.20833333333333331,professor dr.-ing. werner hufenbach,werner,M
1456,10353,1500795,24,0.075,professor dr.-ing. michael kaliske,michael,M
1457,10353,1220181,24,0.13333333333333333,professor dr. wolfgang pompe,wolfgang,M
1458,10353,1584894,27,0.13,professor dr. stefan odenbach,stefan,M
1459,10353,1033538,28,0.0,professor dr.-ing. reinhard dietrich,reinhard,M
1460,10353,1111928,31,0.0,professor dr.-ing. wilfried hofmann,wilfried,M
1461,10353,1475507,32,0.09375,professor dr.-ing. chokri cherif,chokri,M
1462,10355,1358880,12,0.0,professor dr. werner goedel,werner,M
1463,10355,1508196,12,0.10526315789473684,professor dr.-ing. lothar kroll,lothar,M
1464,10355,1407092,12,,professor dr.-ing. lothar w. meyer,w.,
1465,10355,1159629,16,0.07017543859649122,professor dr. heinrich lang,heinrich,M
1466,10355,1799644,19,0.030348047538200338,professor dr.-ing. welf-guntram drossel,welf-guntram,
1467,10355,1346672,20,0.40271132376395535,professorin dr.-ing. birgit awiszus,birgit,F
1468,10355,1285142,20,0.21052631578947367,professor dr. stefan spange,stefan,M
1469,10355,40116296,20,0.07698999565028274,professor dr.-ing. martin franz-xaver wagner,franz-xaver,
1470,10355,1671637,22,0.24210526315789474,professor dr.-ing. thomas lampke,thomas,M
1471,10355,1329047,29,0.08029689608636978,professor dr.-ing. bernhard wielage,bernhard,M
1472,10357,1661344,11,,professor dr. francois bertemes,francois,M
1473,10357,1089570,11,0.6,professorin dr. mechthild hatzfeld,mechthild,F
1474,10357,1030639,12,0.0,professor dr. holger b. deising,b.,
1475,10357,5272,13,0.6,professorin dr. ulla bonas,ulla,F
1476,10357,1727229,13,0.0,professor dr. bruno glaser,bruno,M
1477,10357,1231201,14,0.0,professor dr. gunter reuter,gunter,M
1478,10357,1315135,14,0.3,professor dr. elmar wahle,elmar,M
1479,10357,1186122,14,0.7083333333333333,professorin dr. ingrid mertig,ingrid,F
1480,10357,1763532,14,0.0,professor dr. kay saalwächter,kay,?
1481,10357,1430115,16,0.11785714285714285,professor dr. helge bruelheide,helge,M
1482,10359,1667763,11,0.07428571428571429,professor dr. dominique thévenin,dominique,?
1483,10359,1396607,12,0.13333333333333333,professor dr. michael naumann,michael,M
1484,10359,1374667,13,0.05952380952380953,professor dr. thomas tüting,thomas,M
1485,10359,1277949,14,0.0,professor dr.-ing. andreas seidel-morgenstern,andreas,M
1486,10359,1374892,14,0.005376344086021505,professor dr.-ing. ludger deters,ludger,M
1487,10359,1407139,14,,professor dr.-ing. edmund p. burte,p.,
1488,10359,1407970,16,0.2791666666666667,professor dr. burkhart schraven,burkhart,M
1489,10359,1287446,16,0.0,professor dr. ralf stannarius,ralf,M
1490,10359,1282863,20,,professor dr.-ing. martin sommerfeld,martin,M
1491,10359,1098267,24,0.1507936507936508,professor dr. hans-jochen heinze,hans-jochen,
1492,10361,1657125,7,0.08333333333333333,privatdozent dr. thomas boeck,thomas,M
1493,10361,1472933,8,0.3333333333333333,professor dr.-ing. karlheinz brandenburg,karlheinz,M
1494,10361,1414718,8,0.05555555555555555,professor dr.-ing. klaus zimmermann,klaus,M
1495,10361,1456421,8,0.0,professor dr. siegfried stapf,siegfried,M
1496,10361,1301126,8,,professor dr.-ing. reiner thomä,reiner,M
1497,10361,1630320,9,0.0,professor dr. andreas bund,andreas,M
1498,10361,1428527,10,0.0,professor dr. peter schaaf,peter,M
1499,10361,1623983,10,0.16666666666666666,professor dr.-ing. jens haueisen,jens,M
1500,10361,1767806,14,0.09523809523809523,professor dr.-ing. eberhard manske,eberhard,M
1501,10361,1681459,16,0.13333333333333333,professor dr. jörg schumacher,jörg,
1502,10362,210394292,4,0.0,professor dr.-ing. christian koch,christian,M
1503,10362,1404565,5,,professorin dr.-ing. anette müller,anette,F
1504,10362,1607931,5,0.07142857142857142,professor dr.-ing. karl e. beucke,e.,
1505,10362,1616561,5,0.3214285714285714,professorin dr.-ing. andrea osburg,andrea,F
1506,10362,1500365,7,0.0,professor dr. christian kaps,christian,M
1507,10362,1442292,9,0.5,professor dr. winfried speitkamp,winfried,M
1508,10362,151983396,9,0.14285714285714285,"professor dr.-ing. timon rabczuk, ph.d.","rabczuk,",
1509,10362,1144569,10,0.07142857142857142,professor dr.-ing. carsten könke,carsten,M
1510,10362,1287120,15,0.5,professor dr.-ing. jochen stark,jochen,M
1511,10362,178177651,16,0.14285714285714285,professor dr.-ing. horst-michael ludwig,horst-michael,
1512,10363,1604137,17,0.13105413105413108,professor dr. stefan h. heinemann,h.,
1513,10363,1405698,19,0.3134920634920635,professor dr. kai uwe totsche,uwe,M
1514,10363,1684312,19,0.5525793650793651,professorin dr. kirsten küsel,kirsten,F
1515,10363,17997362,19,,dr. markus mugrauer,markus,M
1516,10363,1810697,19,0.18174019607843134,professor dr. ulrich brose,ulrich,M
1517,10363,1391646,19,0.09870129870129868,professor dr. andreas tünnermann,andreas,M
1518,10363,1277833,20,0.2708333333333333,professor dr. tilman seidensticker,tilman,M
1519,10363,1017258,20,0.10714285714285714,professor dr. axel brakhage,axel,M
1520,10363,1564510,25,0.19047619047619047,professor dr. ulrich s. schubert,s.,
1521,10363,1521831,32,0.1111111111111111,professor dr. ralph neuhäuser,ralph,M
1522,10365,1130243,15,0.30952380952380953,professor dr. erhard kemnitz,erhard,M
1523,10365,1441306,15,0.10714285714285714,"professor bernd fitzenberger, ph.d.","fitzenberger,",
1524,10365,1630717,15,0.015873015873015872,professor dr. oliver benson,oliver,M
1525,10365,254185,16,0.21536796536796532,professor dr. andreas herrmann,andreas,M
1526,10365,1479299,16,0.15848965848965849,professor dr. andreas eckert,andreas,M
1527,10365,1677377,16,0.5216049382716049,professorin dr. artemis alexiadou,artemis,F
1528,10365,1014298,17,0.1324829931972789,professor dr. jochen brüning,jochen,M
1529,10365,28157264,18,0.1,professor dr. jörg baberowski,jörg,
1530,10365,1077864,20,0.32738095238095233,professor dr. bernhard grimm,bernhard,M
1531,10365,258380,24,0.06709956709956709,professor dr. peter hegemann,peter,M
1532,10368,1120645,1,,dr. hermann jehn,hermann,M
1533,10368,1790603,3,,dr. martin fenker,martin,M
1534,10370,1582527,2,,professor dr. gunnar lischeid,gunnar,M
1535,10370,1629121,2,0.0,privatdozent dr. kurt-christian kersebaum,kurt-christian,
1536,10370,1197143,3,0.3333333333333333,dr. babette münzenberger,babette,F
1537,10370,1480178,3,0.3,dr. ruth ellerbrock,ruth,F
1538,10370,1648298,3,0.31666666666666665,dr. andreas ulrich,andreas,M
1539,10370,1584544,3,0.0,professor dr. jürgen augustin,jürgen,
1540,10370,1283267,4,0.0,professor dr. michael sommer,michael,M
1541,10370,137890979,5,0.0,professor dr. frank ewert,frank,M
1542,10370,1849191,7,0.047619047619047616,privatdozent dr. steffen kolb,steffen,M
1543,10370,1486483,7,0.0,privatdozent dr. horst herbert gerke,herbert,M
1544,10371,1197155,1,,professor dr. dieter murach,dieter,M
1545,10371,259425347,1,0.75,dr. sonja löffler,sonja,F
1546,10371,52322410,1,,professor dr.-ing. alexander pfriem,alexander,M
1547,10371,1817234,1,,professor dr. winfried riek,winfried,M
1548,10371,1735637,1,0.0,professor dr. pierre ibisch,pierre,M
1549,10371,1704304,1,,privatdozent dr. bernhard hörning,bernhard,M
1550,10372,73540735,1,0.18181818181818185,professor dr. winfried gerling,winfried,M
1551,10372,35284994,1,0.16666666666666666,professorin dr. heike neuroth,heike,F
1552,10372,9608198,1,0.18181818181818185,professor dr. arthur engelbert,arthur,M
1553,10372,1693587,1,,professor dr. steffen laue,steffen,M
1554,10372,1127751,2,,professor dr. andreas kahlow,andreas,M
1555,10372,1397462,2,0.2,professorin dr. karin weiss,karin,F
1556,10372,179387852,2,,professor dr. tobias schröder,tobias,M
1557,10373,158007664,1,0.0,professor dr. michael wedel,michael,M
1558,10373,1794403,1,,professorin dr. claudia wegener,claudia,F
1559,10373,1332046,2,0.0,professor dr. dieter wiedemann,dieter,M
1560,10373,28294093,2,0.3333333333333333,professorin dr. ursula von keitz,von,M
1561,10373,1686012,3,0.0,professor dr. lothar mikos,lothar,M
1562,10374,1009604,1,,professor dr. heiner boeing,heiner,M
1563,10374,169804660,2,,dr. andré kleinridders,andré,
1564,10374,210508340,2,,dr. thomas laeger,thomas,M
1565,10374,1770483,3,0.5714285714285714,professor dr. matthias bernd schulze,bernd,M
1566,10374,1215365,3,,professor dr. andreas f. h. pfeiffer,h.,
1567,10374,79193845,4,0.4,professor dr. tim j. schulz,j.,
1568,10374,1135684,4,,professorin dr. susanne klaus,susanne,F
1569,10374,1421005,5,,"dr. klaus jürgen petzke, ph.d.","petzke,",
1570,10374,1562348,6,0.4,professorin dr. annette schürmann,annette,F
1571,10374,1079453,8,,professor dr. tilman grune,tilman,M
1572,10376,1417516,4,0.0,dr. ulrich harms,ulrich,M
1573,10376,1816017,5,0.275,professor dr. andreas güntner,andreas,M
1574,10376,1191004,5,0.0,professor dr. peter möller,peter,M
1575,10376,1044281,6,0.0,professor dr. rolf emmermann,rolf,M
1576,10376,1440114,6,0.0,privatdozent dr.-ing. jürgen klotz,jürgen,
1577,10376,1199232,8,0.3333333333333333,professor dr. jörg f.w. negendank,f.w.,
1578,10376,1439821,10,0.0,privatdozent dr. günter asch,günter,
1579,10376,1101064,12,0.0,professor dr. wilhelm heinrich,wilhelm,M
1580,10376,1774524,14,0.16666666666666666,professor dr. friedhelm von blanckenburg,von,M
1581,10376,1376100,14,0.04166666666666666,professor dr. reinhard f. hüttl,f.,
1582,10377,1062439,1,,professor dr.-ing. christian fürll,christian,M
1583,10377,320052225,1,,dr. sabrina hempel,sabrina,F
1584,10377,225197901,1,,dr. niels landwehr,niels,M
1585,10377,178320056,1,,dr. janina saskia bolling,saskia,F
1586,10377,50583354,1,,dr. simone kraatz,simone,F
1587,10377,13883021,1,0.3333333333333333,dr. michael klocke,michael,M
1588,10377,1794480,1,0.3333333333333333,dr. christine idler,christine,F
1589,10377,1384003,1,,dr. judy libra,judy,F
1590,10377,1375924,2,,dr. martin geyer,martin,M
1591,10377,1451494,2,0.0,dr.-ing. detlef ehlert,detlef,M
1592,10378,1369434,4,0.0,privatdozent dr. volker müller,volker,M
1593,10378,1735545,4,,dr. udo ziegler,udo,M
1594,10378,1115076,5,,privatdozentin dr. swetlana hubrig,swetlana,F
1595,10378,1714682,7,0.0,dr. rainer arlt,rainer,M
1596,10378,1264854,7,0.0,professor dr. detlef schönberner,detlef,M
1597,10378,1803923,9,,dr. andreas kelz,andreas,M
1598,10378,1243150,10,0.0,professor dr. günther rüdiger,günther,
1599,10378,1274938,16,,privatdozent dr. axel schwope,axel,M
1600,10378,1367468,20,,professor dr. lutz wisotzki,lutz,M
1601,10378,1645337,32,0.0,professor dr. martin matthias roth,matthias,M
1602,10379,1392548,1,,professor dr.-ing. karl-otto edel,karl-otto,
1603,10379,1311529,1,,professor dr. michael vollmer,michael,M
1604,10379,15787017,4,0.25,professor dr.-ing. sören hirsch,sören,
1605,10380,391518757,1,,dr. jana maria kleibert,maria,F
1606,10380,1875516,1,,professorin dr. felicitas hillmann,felicitas,F
1607,10380,1797287,1,,dr. matthias bernt,matthias,M
1608,10380,1751517,1,,professorin dr. heiderose kilper,heiderose,F
1609,10380,1566403,1,,professor dr. hans joachim kujath,joachim,M
1610,10380,14229188,2,0.2857142857142857,professor dr. oliver ibert,oliver,M
1611,10380,1692191,2,,dr. manfred kühn,manfred,M
1612,10380,1588333,2,0.42857142857142855,professor dr. christoph bernhardt,christoph,M
1613,10380,142521881,5,0.3636363636363637,professorin dr. gabriela b. christmann,b.,
1614,10381,276865711,1,,professorin dr. barbara bräutigam,barbara,F
1615,10381,36146137,1,,professor dr. thomas elkeles,thomas,M
1616,10381,1699055,1,,professor dr. philip caston,philip,M
1617,10381,1732005,4,,professor dr. gerd teschke,gerd,M
1618,10382,1419801,7,,professor dr. hubertus buchstein,hubertus,M
1619,10382,1184912,8,0.06666666666666668,professor dr. martin meschede,martin,M
1620,10382,1790671,8,0.0,"professor dr. markus münzenberg, ph.d.","münzenberg,",
1621,10382,1608930,9,0.5099206349206349,professorin dr. katharina riedel,katharina,F
1622,10382,1380627,9,0.0,professor dr. holger fehske,holger,M
1623,10382,16974766,9,0.09077380952380952,professor dr. uwe völker,uwe,M
1624,10382,1419891,10,0.09090909090909093,professor dr. karl-heinz spieß,karl-heinz,
1625,10382,1430259,10,0.0,professor dr. jürgen meichsner,jürgen,
1626,10382,1100320,11,0.19047619047619047,professor dr. michael hecker,michael,M
1627,10382,1418631,12,0.08333333333333333,professor dr. steffen harzsch,steffen,M
1628,10384,1388472,1,,professor dr. rolf winkler,rolf,M
1629,10384,1383130,1,,dr. eckhard kindel,eckhard,M
1630,10384,221409838,1,,dr. steffen franke,steffen,M
1631,10384,1101787,1,,privatdozent dr. helmut heß,helmut,M
1632,10384,231012407,1,,professor dr. jürgen kolb,jürgen,
1633,10384,137072422,1,0.0,dr. rüdiger foest,rüdiger,
1634,10384,187179623,2,0.0,professor dr. ronny brandenburg,ronny,M
1635,10384,1513644,3,,privatdozent dr. detlef loffhagen,detlef,M
1636,10384,1638796,4,,professor dr. jürgen röpcke,jürgen,
1637,10384,1631802,5,,dr. dirk uhrlandt,dirk,M
1638,10386,1812856,1,,paul zielke,paul,M
1639,10386,92054635,1,,professorin dr.-ing. petra strauch,petra,F
1640,10386,14474616,1,,professor dr. gero wedemann,gero,M
1641,10386,9609408,1,,professor dr. gerold blakowski,gerold,M
1642,10386,9556208,1,0.0,professor dr.-ing. wolfgang beckmann,wolfgang,M
1643,10386,9550293,1,,professor dr.-ing. arthur deutschländer,arthur,M
1644,10386,9549870,1,,professor dr.-ing. thomas luschtinetz,thomas,M
1645,10386,9546552,1,,professor dr. bernhard stütz,bernhard,M
1646,10386,1848648,1,,professor dr.-ing. heiko meironke,heiko,M
1647,10386,202565731,2,0.0,professor dr.-ing. leander marquardt,leander,M
1648,10387,1572966,4,,privatdozent dr. hans ulrich lass,ulrich,M
1649,10387,988294,4,,dr. jürgen alheit,jürgen,
1650,10387,1710823,4,0.625,professorin dr. heide schulz-vogt,heide,F
1651,10387,1644592,5,0.0,professor dr. detlef eckart schulz-bull,eckart,M
1652,10387,1576035,5,,dr. bernd schneider,bernd,M
1653,10387,1868401,5,0.0,professorin dr. joanna j. waniek,j.,
1654,10387,1543427,7,0.4722222222222222,professorin dr. maren voß,maren,F
1655,10387,1565262,8,,professor dr. klaus jürgens,klaus,M
1656,10387,1630005,10,0.05,professor dr. hans burchard,hans,M
1657,10387,1605476,10,0.21875,professor dr. michael e. böttcher,e.,
1658,10389,1177129,3,0.0,professor dr. gerhard manteuffel,gerhard,M
1659,10389,1127978,3,0.0,professor dr. wilhelm kanitz,wilhelm,M
1660,10389,1396186,3,0.07142857142857142,privatdozent dr. jens vanselow,jens,M
1661,10389,1393977,4,,professorin dr. cornelia c. metges,c.,
1662,10389,1418543,4,0.6666666666666666,dr. ellen kanitz,ellen,F
1663,10389,1430907,4,0.0,dr. jürgen voigt,jürgen,
1664,10389,1615904,5,0.08333333333333333,professor dr. klaus wimmers,klaus,M
1665,10389,1274620,5,0.07142857142857142,professor dr. manfred schwerin,manfred,M
1666,10389,1276258,7,0.3214285714285714,professor dr. hans-martin seyfert,hans-martin,
1667,10389,1116898,8,0.2164021164021164,professor dr. richard ivell,richard,M
1668,10390,1735224,1,0.0,dr. uwe berger,uwe,M
1669,10390,1667703,1,,privatdozent dr. jürgen bremer,jürgen,
1670,10390,1441428,1,,professor dr. gerhard schmitz,gerhard,M
1671,10390,1436939,1,,dr. werner singer,werner,M
1672,10390,1283152,2,0.0,privatdozent dr. gerd sonnemann,gerd,M
1673,10390,1834809,2,,dr. michael gerding,michael,M
1674,10390,1214417,3,,privatdozent dr. dieter h.w. peters,h.w.,
1675,10390,1828093,4,0.4444444444444444,dr. almut gaßmann,almut,F
1676,10390,1843188,5,0.2083333333333333,professor dr. erich becker,erich,M
1677,10390,1644442,6,0.5,professor dr. franz-josef lübken,franz-josef,
1678,10391,1461174,1,,professor dr. christoph türcke,christoph,M
1679,10393,1036110,1,,professor dr. detlef döring,detlef,M
1680,10393,84231617,2,,"dr. joerg sonntag, ph.d.","sonntag,",
1681,10394,71697963,1,,dr. florin musat,florin,M
1682,10394,1795533,1,0.25,professorin dr. aletta bonn,aletta,F
1683,10394,1709815,1,,privatdozent dr. tobias polte,tobias,M
1684,10394,289388582,2,0.125,professor dr. william stanley harpole,stanley,M
1685,10394,82757330,2,,professor dr. bruno bühler,bruno,M
1686,10394,245357435,2,,dr. falk heße,falk,M
1687,10394,253836914,2,0.3333333333333333,dr. nico jehmlich,nico,M
1688,10394,1531428,2,0.0,privatdozent dr. hans hermann richnow,hermann,M
1689,10394,1731296,4,0.5,professor dr. lorenz adrian,lorenz,M
1690,10394,1298560,6,0.0,professor dr. georg teutsch,georg,M
1691,10395,1578769,1,,privatdozent dr. stephan mändl,stephan,M
1692,10395,60065440,2,,dr. darina manova,darina,F
1693,10395,993351,3,,privatdozent dr. frank bauer,frank,M
1694,10395,1628191,4,0.125,privatdozent dr. uwe hergenhahn,uwe,M
1695,10395,1665324,4,,dr. frank frost,frank,M
1696,10395,1394851,7,0.0,privatdozent dr. axel schindler,axel,M
1697,10395,1665329,7,0.0,dr.-ing. klaus zimmer,klaus,M
1698,10395,1741499,9,0.04545454545454546,professor dr. stefan mayr,stefan,M
1699,10395,1226587,10,0.02272727272727273,professor dr. bernd rauschenbach,bernd,M
1700,10395,987537,14,0.010101010101010105,professor dr. bernd abel,bernd,M
1701,10396,164011848,2,0.6666666666666666,dr. heike wex,heike,F
1702,10396,20108978,2,,dr. markus hermann,markus,M
1703,10396,1434874,3,0.0,dr.-ing. frank stratmann,frank,M
1704,10396,1462286,3,0.125,professor dr. eberhard renner,eberhard,M
1705,10396,116121512,4,0.2222222222222222,dr. holger siebert,holger,M
1706,10396,1759261,4,0.5833333333333333,dr. birgit wehner,birgit,F
1707,10396,1653098,5,0.16666666666666666,professor dr. andreas macke,andreas,M
1708,10396,1401283,6,0.0,professor dr. alfred wiedensohler,alfred,M
1709,10396,1355137,9,0.0,privatdozent dr. albert ansmann,albert,M
1710,10396,1633414,14,0.0,professor dr. hartmut herrmann,hartmut,M
1711,10397,1607041,5,0.5,dr. harald brünig,harald,M
1712,10397,1172989,5,0.06666666666666668,professor dr. klaus lunkwitz,klaus,M
1713,10397,1433594,6,0.5,privatdozentin dr. doris pospiech,doris,F
1714,10397,1011516,6,0.1,dr. frank böhme,frank,M
1715,10397,1687893,7,0.5,professorin dr.-ing. edith mäder,edith,F
1716,10397,1455590,7,0.0,dr. ulrich scheler,ulrich,M
1717,10397,1283194,9,0.5,professor dr. jens-uwe sommer,jens-uwe,
1718,10397,1312532,15,0.3164872408293461,professorin dr. brigitte voit,brigitte,F
1719,10397,1810327,16,0.1,professor dr. gert heinrich,gert,M
1720,10397,1351474,17,0.09333333333333334,professor dr. manfred stamm,manfred,M
1721,10398,318017500,1,,dr. martina artmann,martina,F
1722,10398,274439289,1,,dr.-ing. manisha jain,manisha,F
1723,10398,262966456,1,0.0,professor dr. jochen schanze,jochen,M
1724,10398,81486975,1,,dr.-ing. regine ortlepp,regine,F
1725,10398,78498459,1,,dr.-ing. martin behnisch,martin,M
1726,10398,1464809,2,,dr.-ing. gotthard meinel,gotthard,M
1727,10398,29632032,2,,privatdozent dr.-ing. markus leibenath,markus,M
1728,10398,1370672,3,,dr. karsten grunewald,karsten,M
1729,10399,168142281,7,0.2171428571428572,professor dr. jeroen van den brink,den,M
1730,10399,1674234,8,1.0,dr. annett gebert,annett,F
1731,10399,1559499,8,0.14035087719298245,professor dr. oliver g. schmidt,g.,
1732,10399,44212364,8,0.29404761904761906,dr. sabine wurmehl,sabine,F
1733,10399,6793,8,0.1,professor dr. ludwig schultz,ludwig,M
1734,10399,1693780,10,0.05833333333333333,professor dr. kornelius nielsch,kornelius,M
1735,10399,1504824,11,0.16666666666666666,professor dr. martin knupfer,martin,M
1736,10399,1744780,12,0.0,dr. christian heß,christian,M
1737,10399,1761990,13,0.0,privatdozent dr. sebastian fähler,sebastian,M
1738,10399,1474629,22,0.06246498599439776,professor dr. bernd büchner,bernd,M
1739,10400,1411332,3,0.0,professor dr. jens pietzsch,jens,M
1740,10400,1758863,4,0.0,dr.-ing. sven eckert,sven,M
1741,10400,1635145,4,,professor dr. gert bernhard,gert,M
1742,10400,1481443,4,0.0625,professor dr. jürgen fassbender,jürgen,
1743,10400,1334386,6,0.047619047619047616,professor dr. joachim wosnitza,joachim,M
1744,10400,1798389,7,0.0,professor dr. ralf schützhold,ralf,M
1745,10400,1758587,8,0.34429824561403505,professorin dr. sibylle gemming,sibylle,F
1746,10400,1823269,8,0.14583333333333331,dr. artur philipp nikolaus erbe,nikolaus,M
1747,10400,1067753,9,0.0,dr. gunter gerbeth,gunter,M
1748,10400,1244732,9,0.0,professor dr. roland sauerbrey,roland,M
1749,10401,261180972,1,,"dr.-ing. martin kolouch, ph.d.","kolouch,",
1750,10401,277914602,1,0.5,dr.-ing. janine glänzel,janine,F
1751,10401,287331648,1,,dr.-ing. markus bergmann,markus,M
1752,10401,261851300,1,,dr.-ing. bernhard müller,bernhard,M
1753,10401,1343366,1,,dr.-ing. rolf umbach,rolf,M
1754,10401,22239668,2,0.0,dr.-ing. gerhard schmidt,gerhard,M
1755,10401,275500883,2,0.1,professor dr.-ing. dirk landgrebe,dirk,M
1756,10401,1638063,2,0.0,dr.-ing. roland glaß,roland,M
1757,10401,1638052,2,0.0,dr.-ing. bernd lorenz,bernd,M
1758,10401,159419969,3,0.0,dr.-ing. roland müller,roland,M
1759,10403,1018554,3,0.0,"professor dr. michael brosch, ph.d.","brosch,",
1760,10403,21582503,3,0.16666666666666666,dr. björn hendrik schott,hendrik,M
1761,10403,1230854,3,0.0,professor dr. klaus reymann,klaus,M
1762,10403,1795610,3,0.5,dr. martin heine,martin,M
1763,10403,1067630,3,0.0,privatdozent dr. frank norbert gellerich,norbert,M
1764,10403,1450034,4,1.0,professorin dr. julietta uta frey,uta,F
1765,10403,1627509,5,0.05,professorin dr. constanze i. seidenbecher,i.,
1766,10403,1398143,6,,professor dr. peter heil,peter,M
1767,10403,1661651,7,0.0,professor dr. bertram gerber,bertram,M
1768,10403,1605989,8,0.7333333333333334,dr. michael r. kreutz,r.,
1769,10404,1811940,1,,dr.-ing. andreas kiesow,andreas,M
1770,10404,33790243,1,,stefan küster,stefan,M
1771,10404,364857520,1,,dr. christian patzig,christian,M
1772,10404,364775434,1,,dr.-ing. christian thieme,christian,M
1773,10404,267001654,1,,dr. rené feder,rené,
1774,10404,73295510,1,0.0,dr. christian schmelzer,christian,M
1775,10404,1457286,2,0.0,dr. dieter katzer,dieter,M
1776,10404,1435616,2,,dr. michael busch,michael,M
1777,10404,1101630,2,0.0,dr. andreas heilmann,andreas,M
1778,10404,1496730,4,,professor dr. thomas höche,thomas,M
1779,10406,328548445,1,,dr. gregor von schweinitz,von,M
1780,10406,281741193,1,,dr. daniel fackler,daniel,M
1781,10406,112782408,1,,"professor dr. reint gropp, ph.d.","gropp,",
1782,10407,215688811,1,,dr. andrej frolov,andrej,M
1783,10407,214253198,1,,dr. nico dissmeyer,nico,M
1784,10407,36126306,1,,dr. luz irina calderón villalobos,calderón,
1785,10407,1693254,1,,dr. gabriele herrmann,gabriele,F
1786,10407,1384645,2,0.0,dr. otto miersch,otto,M
1787,10407,1344222,3,,professor dr. bernhard westermann,bernhard,M
1788,10407,1201247,3,,dr. dieter neumann,dieter,M
1789,10407,187275992,4,0.35714285714285715,dr. marco trujillo linke,trujillo,
1790,10407,1446782,4,,privatdozent dr. thomas vogt,thomas,M
1791,10407,1368220,5,0.0,professor dr. claus wasternack,claus,M
1792,10408,58037277,1,,professor dr. thomas rödel,thomas,M
1793,10408,1037698,1,,professor dr. helmuth drevs,helmuth,M
1794,10408,1431076,2,0.0,professor dr. klaus-vitold jenderka,klaus-vitold,
1795,10408,1090104,3,,professor dr. horst hartmann,horst,M
1796,10411,254937435,1,,dr. michael chizzali,michael,M
1797,10411,1180613,1,,professor dr. albrecht von massow,von,M
1798,10411,31927146,3,,professor dr. martin pfleiderer,martin,M
1799,10411,31599910,5,0.4444444444444444,professorin dr. christiane wiesenfeldt,christiane,F
1800,10412,1764921,1,,professor dr.-ing. thomas seul,thomas,M
1801,10412,1742704,1,,professor dr. klaus chantelau,klaus,M
1802,10412,1611601,1,,professorin dr.-ing. annett dorner-reisel,annett,F
1803,10413,226413447,1,,professor dr. henning kempka,henning,M
1804,10413,208212947,1,,dr.-ing. dirk nuernbergk,dirk,M
1805,10413,79521431,1,,professor dr. robert brunner,robert,M
1806,10413,9618702,1,,professor dr. jens bliedtner,jens,M
1807,10413,1825181,1,,professor dr. igor konovalov,igor,M
1808,10413,1457370,1,,professor dr. thomas munder,thomas,M
1809,10413,1683841,2,0.0,professor dr.-ing. bernd fischer,bernd,M
1810,10413,1346001,3,,professor dr. jörg töpfer,jörg,
1811,10413,1312110,3,,professor dr.-ing. andreas voß,andreas,M
1812,10414,283360910,1,,"dr. matthias jäger, ph.d.","jäger,",
1813,10414,1817955,3,0.0,privatdozent dr. thomas mayerhöfer,thomas,M
1814,10414,1653144,3,,professor dr. wolfgang gawalek,wolfgang,M
