,person_id,name,first_name,gender
6331,990126,dr. ilse bartsch,ilse,F
6332,1645926,professor dr. moshe zimmermann,moshe,M
6333,1402731,professor dr. frank bertoldi,frank,M
6334,1407944,professor dr. raymund wilhelm,raymund,M
6335,1769041,dr. anna kim,anna,F
6336,197616965,dr. dim coumou,dim,F
6337,1769508,professorin dr.-ing. birgit vogel-heuser,birgit,F
6338,1803601,dr. andrea stolte,andrea,F
6339,39666197,dr. mike schwank,mike,M
6340,1427839,privatdozent dr. uwe zachwieja,uwe,M
6341,1617613,professor dr. werner müller,werner,M
6342,110775346,professor dr. rolf lefering,rolf,M
6343,1202856,professor dr. ulrich nickel,ulrich,M
6344,244486017,privatdozent dr. tobias schmidt,tobias,M
6345,1746810,dr. götz lechner,götz,
6346,1068798,professor dr. albert gier,albert,M
6347,1750237,dr. jörg schedel,jörg,
6348,264729972,dr. madlen matz-soja,madlen,F
6349,1576340,professor dr. karl schmid,karl,M
6350,239696528,dr. valeriy golubev,valeriy,M
6351,2038988,dr. folke johansson,folke,M
6352,1527940,professor dr. hubert preissl,hubert,M
6353,35921088,professor dr. stefan müller,stefan,M
6354,170723158,dr. tatjana williams,tatjana,F
6355,232503739,dr. gudrun litz,gudrun,F
6356,1667501,dr.-ing. ulrike hanskötter,ulrike,F
6357,1785469,dr. ulrich clarenz,ulrich,M
6358,66044930,professor dr. michael gottfried,michael,M
6359,1211996,professor dr. hans georg gen. schieck paetz,schieck,
6360,260997735,dr. ke wang,ke,?
6361,1344564,professor dr. andreas hemmerich,andreas,M
6362,1683308,dr. catherine kistner,catherine,F
6363,1810203,professorin dr. gertrude cepl-kaufmann,gertrude,F
6364,1144904,dr. chris j. van koppen,van,?
6365,284027188,"dr. sara beier, ph.d.","beier,",
6366,1408817,professor dr. gabriel curio,gabriel,M
6367,266088051,dr. jan philipp röer,philipp,M
6368,250654329,privatdozent dr. valentin riedl,valentin,M
6369,47018931,dr. ismini staboulidou,ismini,F
6370,6347,professor dr. hans schneider,hans,M
6371,318757800,dr. ana-maria olteteanu,ana-maria,
6372,288099837,dr. julia ritterhoff,julia,F
6373,1929282,professor dr. mordechai stein,mordechai,M
6374,275663588,dr.-ing. marcel bachmann,marcel,M
6375,225194886,dr. bridlin barckmann,bridlin,
6376,1837351,professor dr. andreas schilling,andreas,M
6377,157705581,dr. dagmar heuer,dagmar,F
6378,1185285,professor dr. simeon metev,simeon,M
6379,220343628,dr. tanja maier,tanja,F
6380,270156330,dr. anja paschold,anja,F
6381,1893117,professor dr. karl foellmi,karl,M
6382,243115414,"professor dr.-ing. dirk heinrichs, ph.d.","heinrichs,",
6383,1679067,professorin dr. christine bierbach,christine,F
6384,1017246,dr. georg brunner,georg,M
6385,1122184,professor dr. karl jug,karl,M
6386,183111173,dr. nicole bobrowski,nicole,F
6387,220232908,"professor dr. david gepner, ph.d.","gepner,",
6388,9624049,professor dr. jürgen piek,jürgen,
6389,1417605,dr. susanne feist-burkhardt,susanne,F
6390,1156330,professor dr. klaus künnemann,klaus,M
6391,32602802,professor dr. moshe abeles,moshe,M
6392,387804385,"dr. wensheng yan, ph.d.","yan,",
6393,47202877,privatdozentin dr. jennis freyer-adam,jennis,F
6394,104796054,dr. thomas e. balke,e.,
6395,1179800,professor dr.-ing. klaus-jürgen matthes,klaus-jürgen,
6396,1756692,professor dr. georg pretzler,georg,M
6397,1823269,dr. artur philipp nikolaus erbe,nikolaus,M
6398,1873965,professor falk trillitzsch,falk,M
6399,1862727,professorin dr. iryna gurevych,iryna,F
6400,1664202,professorin dr. renate hof,renate,F
6401,252059903,dr. marie-kristin von wahlde,von,M
6402,1603314,professor dr. christoph pflaum,christoph,M
6403,991716,professor dr. frank baasner,frank,M
6404,1292422,dr. carol stocking-harbers,carol,F
6405,1642175,professor dr. christoph huber,christoph,M
6406,1082877,professor dr. michael hahn,michael,M
6407,1865686,professor dr.-ing. reinhold kneer,reinhold,M
6408,1381029,professorin dr. ursula gaedke,ursula,F
6409,249918857,professorin dr. ann numhauser-henning,ann,F
6410,165991562,dr. silke frey,silke,F
6411,1576643,dr. rainer polak,rainer,M
6412,240818015,dr. daanish mustafa,daanish,M
6413,34527574,dr. christian thirion,christian,M
6414,1464467,dr. regina metze,regina,F
6415,281700771,"dr. ayse sahaboglu tekgoz, ph.d.","tekgoz,",
6416,2008857,professor dr. jiang tong,jiang,?
6417,150406145,dr. falk warnecke (†),warnecke,
6418,55027545,professor dr.-ing. johannes kiefer,johannes,M
6419,36534869,professorin dr. hedda wardemann,hedda,F
6420,239908052,professor dr. jens juul holst,juul,F
6421,1320981,professor dr. wolfgang wessels,wolfgang,M
6422,259427187,dr. catriona macdonald,catriona,F
6423,1687002,privatdozent dr.-ing. peter hastreiter,peter,M
6424,1110313,dr.-ing. thomas hollstein,thomas,M
6425,1713562,dr. ronald berg,ronald,M
6426,1668384,professor dr. marc merx,marc,M
6427,262794863,dr. jan-ulrik dahl,jan-ulrik,
6428,1465790,professor dr. conny herbert antoni,herbert,M
6429,1010419,professor dr. friedrich boege,friedrich,M
6430,240215155,professor dr. martin tröndle,martin,M
6431,42779426,professorin dr. monica juneja,monica,F
6432,397018873,"dr. katy jones, ph.d.","jones,",
6433,201064270,"dr. kirsten obernier, ph.d.","obernier,",
6434,1541793,professor dr.-ing. ansgar trächtler,ansgar,M
6435,1623383,dr. joachim eibach,joachim,M
6436,1052168,professor dr. gerhard findenegg,gerhard,M
6437,250956828,dr. anne friedrichs,anne,F
6438,173997586,"professorin li chen, ph.d.","chen,",
6439,224060819,professor dr. jochen sautermeister,jochen,M
6440,1870645,dr. cornelius schiller (†),schiller,
6441,1850237,professor dr. christian haase,christian,M
6442,213852543,professor dr. giovanni muttoni,giovanni,M
6443,1816543,privatdozent dr. thorsten vowinkel,thorsten,M
6444,139253439,dr. martin kammler,martin,M
6445,1537795,privatdozent dr. olaf steinbach,olaf,M
6446,39174399,professor dr. danny david jonigk,david,M
6447,1755300,privatdozent dr. carsten lüter,carsten,M
6448,1679631,professor dr. motomu tanaka,motomu,?
6449,1191186,professor dr. andreas moser,andreas,M
6450,1842963,claudio balzani,claudio,M
6451,1384968,professor dr. ekkehard neuhaus,ekkehard,M
6452,1072086,professor dr. friedrich götz,friedrich,M
6453,1937137,professor dr. peter r. cook,r.,
6454,226263173,dr. pia kuss,pia,F
6455,1374616,professor dr. stefan schreiber,stefan,M
6456,161119007,dr. sebastian klaus,sebastian,M
6457,1432672,dr. harald roland telle,roland,M
6458,219341628,professor dr. stefan feuser,stefan,M
6459,359246244,dr. tobias eggert,tobias,M
6460,1633406,professor dr.-ing. andreas menzel,andreas,M
6461,1895520,"syafruddin, ph.d.","syafruddin,",
6462,1516885,professor dr.-ing. jeffrey mccord,jeffrey,M
6463,1144288,professor dr. peter kohl,peter,M
6464,1124104,professor dr. günter kahl,günter,
6465,1717630,dr. bernhard saile,bernhard,M
6466,175451418,professor dr. simon koschut,simon,M
6467,1765335,dr. michael boll,michael,M
6468,1236709,professor dr. volker roloff,volker,M
6469,5147,professor dr. gerd althoff,gerd,M
6470,1815953,dr. jens holtvoeth,jens,M
6471,57751089,professorin dr. verena keitel-anselmino,verena,F
6472,156839650,professorin dr. juliane degner,juliane,F
6473,1469713,dr. rainer beck,rainer,M
6474,1723557,professor dr. bernhard frederick gibbs,frederick,M
6475,1665192,dr. joachim clemens,joachim,M
6476,1404133,dr. martin kölling,martin,M
6477,1778199,dr. bernhard gramsch,bernhard,M
6478,1844786,barbara ros,barbara,F
6479,51401290,dr.-ing. volker pohl,volker,M
6480,1794274,professor dr. thorsten walles,thorsten,M
6481,1693672,professor dr. klaus hackl,klaus,M
6482,2039479,professorin dr. barbara wohlfarth,barbara,F
6483,1131737,professor dr.-ing. reinhold kienzler,reinhold,M
6484,188621862,professorin dr. christine mahoney,christine,F
6485,1655281,dr. kristina wasmer,kristina,F
6486,1484771,dr. karl-heinz füssl,karl-heinz,
6487,106682302,professor dr. zach adam,zach,M
6488,1267548,professor dr. rasmus r. schröder,r.,
6489,162551762,"wojchiech zareba, ph.d.","zareba,",
6490,1634150,professor dr. ulrich sachsse,ulrich,M
6491,1266976,professor dr. jens-michael schröder,jens-michael,
6492,91551547,dr. cornelia wrzus,cornelia,F
6493,1870059,dr. antje burse,antje,F
6494,1163570,professor dr. stefan leder,stefan,M
6495,243646314,"professor john rust, ph.d.","rust,",
6496,1789825,privatdozent dr. robert blum,robert,M
6497,1077900,professor dr. wilhelm gräb,wilhelm,M
6498,213937462,dr. anje sporbert,anje,F
6499,1725354,"dr. anne ephrussi, ph.d.","ephrussi,",
6500,1615276,professor dr. dmitrij frishman,dmitrij,M
6501,1777193,dr. bert nolte,bert,M
6502,15641864,professor dr.-ing. wojciech grzegorz kowalczyk,grzegorz,M
6503,1171987,professor dr. hans-jürgen lüsebrink,hans-jürgen,
6504,1340107,professor dr. wolfgang zinth,wolfgang,M
6505,1383823,professor dr. joseph lengeler,joseph,M
6506,1104019,professor dr. lutz hildebrandt,lutz,M
6507,1678096,martin hüning,martin,M
6508,1045129,professor dr. rudolf entzeroth,rudolf,M
6509,1000213,dr. volker beushausen (†),beushausen,
6510,1697741,dr. jörg michael kastl,michael,M
6511,384846736,dr. sonja kühn,sonja,F
6512,163678189,dr. christian däschlein,christian,M
6513,1693689,professor dr. joachim hermisson,joachim,M
6514,1105709,professor dr. georg hohlneicher,georg,M
6515,1064267,professor dr. thomas gasser,thomas,M
6516,210106912,professor dr. thomas schrefl,thomas,M
6517,211746361,professorin dr. astrid fellner,astrid,F
6518,1119380,professor dr. fritz jänicke,fritz,M
6519,398044968,dr.-ing. andreas pösch,andreas,M
6520,1375361,dr. günther muth,günther,
6521,39011056,professor dr.-ing. lutz krüger,lutz,M
6522,1222529,professor dr. roderich ptak,roderich,M
6523,1719004,professor dr. christof karl rapp,karl,M
6524,2040536,dr. marc desmet,marc,M
6525,1781473,privatdozentin dr. annika dziggel,annika,F
6526,250968979,professorin dr. caroline lear,caroline,F
6527,266762451,dr.-ing. arne henning,arne,M
6528,1118898,professor dr. dieter jahn,dieter,M
6529,193117229,professor dr. simon ebbinghaus,simon,M
6530,39359139,professorin dr. sabine loeber,sabine,F
6531,5490,professor dr. wolfgang franke,wolfgang,M
6532,1726161,privatdozent dr. michael schröder,michael,M
6533,150386415,professor dr. jure demsar,jure,M
6534,211157930,professor dr. laurent gizon,laurent,M
6535,91548305,dr. harald mohr,harald,M
6536,1325485,"professorin dr. angela hübner, ph.d.","hübner,",
6537,1511616,professorin dr. claudia fohry,claudia,F
6538,44007988,dr. almut beige,almut,F
6539,1744997,dr. ulrike claudi,ulrike,F
6540,1301865,dr. lothar tiator,lothar,M
6541,1423849,professor dr.-ing. udo nackenhorst,udo,M
6542,35430453,dr. maciej krzystyniak,maciej,M
6543,206616281,dr. luca tranchini,luca,F
6544,1397972,privatdozent dr. thomas frank,thomas,M
6545,243866513,kjetil hindar,kjetil,M
6546,281274605,dr. erik duesterhoeft,erik,M
6547,16932237,dr. holger fröhlich,holger,M
6548,1454093,professor dr.-ing. stefan will,stefan,M
6549,1330831,professor dr. peter wiesen,peter,M
6550,50233483,professor dr. robert lukowski,robert,M
6551,1641359,dr. clemens neusch,clemens,M
6552,1784705,dr. claudia fichtel,claudia,F
6553,46710931,dr. hynek kovarik,hynek,M
6554,1811291,dr. edward goldobin,edward,M
6555,396574686,dr. kristina dylla,kristina,F
6556,1672694,privatdozentin dr. dorit wolf,dorit,F
6557,13839738,dr. laura helming,laura,F
6558,1095743,professor dr. otto von helversen (†),helversen,
6559,1365045,dr. klaus pechhold,klaus,M
6560,1631729,professor dr.-ing. rüdiger lange,rüdiger,
6561,271490033,dr. raphael van riel,van,?
6562,32378665,dr. stephan jacobs,stephan,M
6563,1114867,professor dr. martin hülskamp,martin,M
6564,1740568,professorin dr. christina von haaren,von,M
6565,1118917,professor dr. arnold janssen,arnold,M
6566,1178989,professor dr. michael uwe martin,uwe,M
6567,24798853,professor dr. ingo vernaleken,ingo,M
6568,56624329,privatdozentin dr. katharina kunter,katharina,F
6569,1763194,dr. joannis apostolakis,joannis,
6570,36372436,dr. petra censarek,petra,F
6571,1174516,professor dr.-ing. franz mayinger,franz,M
6572,1859767,dr. eva-jasmin freyschmidt,eva-jasmin,
6573,22689280,dr. björn machalett,björn,
6574,1463020,privatdozentin dr. annette graczyk,annette,F
6575,222803338,dr. jürgen berkemeier,jürgen,
6576,1739011,professor dr. daniel wipf,daniel,M
6577,1854218,"professorin paola fucini, ph.d.","fucini,",
6578,192288541,dr. nils hartmann,nils,M
6579,248679112,michael marx,michael,M
6580,289363607,dr. ralf lindau,ralf,M
6581,257222675,"dr. timo kuschel, ph.d.","kuschel,",
6582,1769216,privatdozent dr. thorsten sander,thorsten,M
6583,1768666,ingolf müller,ingolf,M
6584,1014068,professor dr. toni breuer,toni,M
6585,1036234,professor dr. manfred döring,manfred,M
6586,1804479,dr. tom masselter,tom,M
6587,1619253,dr. gilbert mohr,gilbert,M
6588,164784558,professorin dr. sandra buchholz,sandra,F
6589,1160603,professor dr.-ing. bernhard lampe (†),lampe,
6590,1557286,professor dr. elmar schafroth,elmar,M
6591,1087800,professor dr. marcus hasselhorn,marcus,M
6592,1409295,dr. annemarie wiechowski,annemarie,F
6593,251918368,"dr. ronen shnayderman, ph.d.","shnayderman,",
6594,46567763,dr. simone wolf,simone,F
6595,1648804,heike niquet,heike,F
6596,1697760,christian schwab,christian,M
6597,68257567,privatdozent dr. ivica medugorac,ivica,M
6598,143119740,dr. rené smits,rené,
6599,1672945,professor dr. andreas schwarting,andreas,M
6600,192408506,dr. wibke dempwolf,wibke,F
6601,123761171,professorin dr. hui cao,hui,F
6602,1145014,professor dr. hans-werner koyro,hans-werner,
6603,1319153,professor dr. wilfried weigel,wilfried,M
6604,1497490,professor dr. thomas hummel,thomas,M
6605,96621630,dr. franco weth,franco,M
6606,1825505,professorin dr. annemarie siegetsleitner,annemarie,F
6607,163848933,dr. rené küpper,rené,
6608,1576394,professor dr.-ing. walter sextro,walter,M
6609,1723181,professor dr. stephan braun,stephan,M
6610,1454421,professor dr. hans richard brittnacher,richard,M
6611,91011119,professor minard hall,minard,M
6612,1552964,professor dr. hartmut soell,hartmut,M
6613,67049280,dr. nadezda kozlova,nadezda,F
6614,1350225,professorin dr. cordula enenkel,cordula,F
6615,1472933,professor dr.-ing. karlheinz brandenburg,karlheinz,M
6616,1680094,dr. thomas schmidt,thomas,M
6617,25251528,dr. nicolae atodiresei,nicolae,M
6618,277517110,professorin dr. sarah verhulst,sarah,F
6619,1047770,professor dr.-ing. walter eversheim,walter,M
6620,1415600,professor dr. antony unwin,antony,M
6621,194847644,dr. stephan cludius-brandt,stephan,M
6622,1721820,professor dr. peter eichelsbacher,peter,M
6623,228471237,dr. roman gerlach,roman,M
6624,59430775,professorin dr. katja fiehler,katja,F
6625,1861214,dr. zuzanna siwy,zuzanna,F
6626,1437703,professor dr. holger heine,holger,M
6627,1678463,dr. michael braun,michael,M
6628,144139539,"dr. susanne hauswaldt, ph.d.","hauswaldt,",
6629,75711895,dr. eileen furlong,eileen,F
6630,82224296,dr. jan stöhr,jan,M
6631,323514174,professor dr. markus morrison,markus,M
6632,243090710,professor dr. philipp doebler,philipp,M
6633,1411010,professor dr. peter kroth,peter,M
6634,1686780,professor dr. volker schomerus,volker,M
6635,1652951,professor dr. ralf l. schild,l.,
6636,1672951,professor dr. bernd simeon,bernd,M
6637,1696225,professor dr. loris sturlese,loris,M
6638,263493661,dr.-ing. jürgen gluch,jürgen,
6639,327633257,professorin dr. bernadette hahn,bernadette,F
6640,318913031,dr. anna andreeva,anna,F
6641,1244501,professor dr. ekkehard sachs,ekkehard,M
6642,1679353,professor dr. jens c. türp,c.,
6643,131523180,dr. erich schneider,erich,M
6644,19575263,dr. kay rülling,kay,?
6645,252069577,professor dr. ronen kadmon,ronen,M
6646,19719169,konrad schuster,konrad,M
6647,194453507,professorin dr. sabine thümmler,sabine,F
6648,160564235,dr. stephan schwarz,stephan,M
6649,1150745,professor dr. peter kroll,peter,M
6650,1921923,professorin dr. katrin voltmer,katrin,F
6651,1086084,professor dr. hanns hatt,hanns,M
6652,193900983,dr. marco grzegorczyk,marco,M
6653,117346270,professor dr. adam p. summers,p.,
6654,1527341,professorin dr. stefanie pöggeler,stefanie,F
6655,1047201,professor dr. georg eska,georg,M
6656,1783060,professorin dr. teresa carlomagno,teresa,F
6657,1360149,professorin dr. christa bertelsmeier-kierst,christa,F
6658,23918132,dr. hartwig spors,hartwig,M
6659,1516716,dr. till maurer,till,M
6660,1467604,dr. henning a. bauch,a.,
6661,1418622,dr.-ing. wolfgang schulz,wolfgang,M
6662,1136861,professor dr. christoph klein,christoph,M
6663,53121163,dr. tina katrin wahle-schuldt,katrin,F
6664,1961212,professor dr. steffen matthias kühnel,matthias,M
6665,998250,professor dr. werner bernreuther,werner,M
6666,1611919,dr. werner klotz,werner,M
6667,250770,professor dr. hans j. specht,j.,
6668,1331717,professorin dr. petra wieler,petra,F
6669,1720046,dr. ramona schlesinger,ramona,F
6670,243104368,dr. gilles rixhon,gilles,M
6671,1820774,dr. ulf tiede,ulf,M
6672,1720423,dr. peter hoffmann,peter,M
6673,236991959,dr. johannes bouman,johannes,M
6674,232325243,dr. imke steffen,imke,F
6675,1888666,professor dr. nadir devlet,nadir,M
6676,1803480,dr. myroslav vysotsky,myroslav,M
6677,1808526,professor dr. jesko sirker,jesko,M
6678,1609278,professor dr. bernhard homey,bernhard,M
6679,19656740,dr. rosa maria espinosa marzal,espinosa,
6680,253125456,"dr. olivier namur, ph.d.","namur,",
6681,268575624,professor dr. armin eich,armin,M
6682,1815489,professor dr. rolf breinbauer,rolf,M
6683,1761130,dr. tobias müller,tobias,M
6684,1606409,dr. michaela wilsch-bräuninger,michaela,F
6685,1746958,professor dr. ulrich heiz,ulrich,M
6686,1259332,professor dr. winfried schmitz,winfried,M
6687,1847814,professorin dr. henrike lähnemann,henrike,F
6688,1355847,professor dr.-ing. wolfgang niemeier,wolfgang,M
6689,288889420,dr. stefanie meister,stefanie,F
6690,258707,privatdozent dr. e. gessner,e.,
6691,1180320,professor dr. peter maißer,peter,M
6692,98772254,dr. stephan stevens,stephan,M
6693,1722420,privatdozent dr. hartmut wiggers,hartmut,M
6694,260586,privatdozent dr. uwe hanisch,uwe,M
6695,243355719,dr. bertrand muller,bertrand,M
6696,298585347,dr. sanne hiller,sanne,F
6697,1389905,professor dr.-ing. wolfgang menzel,wolfgang,M
6698,254846373,dr. lisa scheunemann,lisa,F
6699,274382650,dr. roosa laitinen,roosa,F
6700,1782165,regine ziekur,regine,F
6701,1011922,professor dr.-ing. hans-harald bolt,hans-harald,
6702,988072,professor dr. peter altevogt,peter,M
6703,38007602,dr. christoph hesse,christoph,M
6704,1633249,professor dr. peter loos,peter,M
6705,1577380,privatdozent dr. manuel richter,manuel,M
6706,348084405,dr.-ing. jens sumpf,jens,M
6707,1424065,professor dr. thomas stamminger,thomas,M
6708,200062328,professor dr. thomas taubner,thomas,M
6709,55642004,dr. martin bokemeyer,martin,M
6710,61928459,dr. clive emary,clive,M
6711,12610814,dr.-ing. hans-georg timmler,hans-georg,
6712,1864313,dr. felicitas berger,felicitas,F
6713,5771,professor dr. andreas kappeler,andreas,M
6714,169680638,dr. andrew herczeg,andrew,?
6715,24164810,dr. mark aurel schöttler,aurel,M
6716,270310504,dr.-ing. doris segets,doris,F
6717,392222814,dr. torben redmer,torben,M
6718,1794707,professor dr. damian brunner,damian,M
6719,269535383,dr. silvio kalisch,silvio,M
6720,1222025,professor dr. birger p. priddat,p.,
6721,1634423,"professorin dr. sigrid hoffmann, ph.d.","hoffmann,",
6722,1820114,professor dr. oleksiy kolezhuk,oleksiy,M
6723,2016002,professorin dr. beatriz rovira,beatriz,F
6724,1401515,dr. peter huijser,peter,M
6725,62216049,dr.-ing. markus schubert,markus,M
6726,18981094,professor dr. peer kröger,peer,M
6727,1934584,dr. banpot napompeth,banpot,
6728,117800653,professorin dr. claudia bruns,claudia,F
6729,182848140,professor dr. chang-whan oh,chang-whan,
6730,259939,professor dr. roland brock,roland,M
6731,1559499,professor dr. oliver g. schmidt,g.,
6732,1722146,professor dr. vigo heissmeyer,vigo,M
6733,1202807,privatdozentin dr. barbara e. nixdorf-bergweiler,e.,
6734,76388257,dr. sergey v. popov,v.,
6735,1424576,professorin dr. claudia oecking,claudia,F
6736,1392962,professorin dr. claudia öhlschläger,claudia,F
6737,170090885,professor dr. jan misiewicz,jan,M
6738,1238714,professor dr. jürgen rohr,jürgen,
6739,1492007,professor dr. andreas hasenclever,andreas,M
6740,404793653,dr. marilyn latour,marilyn,F
6741,1637791,privatdozent dr. rolf josef schauer,josef,M
6742,1815822,privatdozentin dr. petra lynen-jansen,petra,F
6743,242427912,"professor dr. paul webb, ph.d.","webb,",
6744,43700275,professorin dr. sonja entringer,sonja,F
6745,1260346,professor dr. peter h. schmitt,h.,
6746,46526793,professor dr. christian bellebaum,christian,M
6747,1665609,professor dr. axel tschentscher,axel,M
6748,1642022,professorin dr. doris schmitt-landsiedel,doris,F
6749,1317760,professor dr. albrecht wezler,albrecht,M
6750,84378348,dr. maysa azzeh,maysa,F
6751,1340867,dr. reinhard zimmermann,reinhard,M
6752,299216578,dr. jens marquardt,jens,M
6753,79971902,privatdozent dr. benedikt clemens ostendorf,clemens,M
6754,1761136,dr. peer hoth,peer,M
6755,1459576,professor dr. walter jürgen schwille,jürgen,
6756,398048474,dr. felix hartrampf,felix,M
6757,1766590,privatdozent dr. wolfgang andreas nockher,andreas,M
6758,191331990,professorin dr. nicole priesching,nicole,F
6759,1192619,professor dr. michael müller-wille,michael,M
6760,219500926,professor dr. michael custodis,michael,M
6761,246022115,dr. nicola alzakhem,nicola,F
6762,1411322,professor dr. ulrich julius,ulrich,M
6763,89105877,dr. brigitte meyer-berthaud,brigitte,F
6764,1132659,professor dr. walther kindt,walther,M
6765,282414754,professor dr. stefan trautmann,stefan,M
6766,1867346,privatdozent dr. berndt bruhn,berndt,M
6767,1724708,professor dr. andreas langenohl,andreas,M
6768,1808199,professor dr.-ing. ulf leser,ulf,M
6769,98342424,privatdozent dr. holger m. becker,m.,
6770,1643032,professor dr. thomas müller-bahlke,thomas,M
6771,1666117,dr. katrin d. beer-wedde,d.,
6772,1345488,professor dr. friedrich dausinger,friedrich,M
6773,48841636,dr. nicole zillien,nicole,F
6774,1811168,dr. gero puhl,gero,M
6775,265376529,professor yonatan loewenstein,yonatan,M
6776,1619157,professor dr.-ing. kai-olaf hinrichsen,kai-olaf,
6777,147560016,dr. jens kuhn,jens,M
6778,1458619,professor dr. thomas bredow,thomas,M
6779,266501302,dr. jutta faehndrich,jutta,F
6780,1443943,dr. bernhard kniep,bernhard,M
6781,1218307,professor dr. michael plum,michael,M
6782,59204712,privatdozentin dr. regina steil,regina,F
6783,1726150,professor dr. friedrich heinemann,friedrich,M
6784,2044284,dr. heiner schnelling,heiner,M
6785,1588851,professor dr. ralf gerhard,ralf,M
6786,201519105,dr. anja demel,anja,F
6787,1176516,professor dr. jürgen markl,jürgen,
6788,1721394,professor dr. axel ockenfels,axel,M
6789,219314499,dr. philipp sprau,philipp,M
6790,51482671,professor dr. maik eisenbeiß,maik,M
6791,178830137,dr. thomas stempfl,thomas,M
6792,316052471,professor dr.-ing. ljupco kocarev,ljupco,M
6793,1207314,"professor james m. olcese, ph.d.","olcese,",
6794,218848999,dr. stephan greiner,stephan,M
6795,250465386,dr. martha gledhill,martha,F
6796,1325949,dr. oliver weidlich,oliver,M
6797,1788520,professor dr. viktor volchkov,viktor,M
6798,1447291,professor dr. thomas deller,thomas,M
6799,1827029,dr.-ing. kai münnich,kai,?
6800,5245,professor dr. ulrich bleil,ulrich,M
6801,1334574,professorin dr. barbara wollenberg,barbara,F
6802,282766137,dr.-ing. jörg robert,jörg,
6803,1754660,dr. lothar hambach,lothar,M
6804,1438404,professor dr. klaus schatz,klaus,M
6805,1265155,professor dr. hans-christoph scholle,hans-christoph,
6806,1858344,dr. stephan mathas,stephan,M
6807,112373573,professor dr. gregory j. gores,j.,
6808,1520014,professor dr. karl hermann mühling,hermann,M
6809,1589789,professor dr. christian henning,christian,M
6810,1780938,"privatdozentin dr. ute becherer, ph.d.","becherer,",
6811,28033644,dr. dietmar kracht,dietmar,M
6812,76366848,dr. nadja rüger,nadja,F
6813,63669435,professorin dr. kristina shea,kristina,F
6814,238857106,dr. leonardo testi,leonardo,M
6815,1936903,dr. michael finkel,michael,M
6816,1732112,privatdozent dr. heribert tommek,heribert,M
6817,265081990,dr. sotirios mitralexis-georgakakos,sotirios,M
6818,1605847,dr. dirk schnappinger,dirk,M
6819,23159250,professor dr. michael hemmer,michael,M
6820,1373429,professorin dr. christa schleper,christa,F
6821,226493089,dr. carlo corti,carlo,M
6822,56993026,professor dr. florian pfab,florian,M
6823,1441690,professor dr. karl ehrlich,karl,M
6824,1080647,professor dr. christoph gusy,christoph,M
6825,1135701,professor dr. karl christoph klauer,christoph,M
6826,1587412,professor dr. laurenz thomsen,laurenz,M
6827,1053972,dr. iduna fichtner,iduna,
6828,1073104,professor dr. h. ulrich göringer,ulrich,M
6829,27010916,privatdozent dr. rob van stee,van,?
6830,201647663,dr. eleni morisseau,eleni,F
6831,246197386,georgios kordas,georgios,M
6832,82265717,dr. anne mareike altgassen,mareike,F
6833,274569934,dr. manuela peukert,manuela,F
6834,1603191,dr. gregor zysk,gregor,M
6835,1702330,professor dr. georg bareth,georg,M
6836,286916032,professorin dr. nadin heé,nadin,F
6837,19451998,otto jan friederichs,jan,M
6838,1458354,professor dr. erich renner,erich,M
6839,1947634,professor dr. shree chandra shah,chandra,?
6840,326978457,dr. sebastian werneburg,sebastian,M
6841,1870651,dr. gebhard günther,gebhard,M
6842,32993033,dr. martin butzin,martin,M
6843,276390430,dr. muna schönhuber,muna,F
6844,28294093,professorin dr. ursula von keitz,von,M
6845,1275895,professor dr. hans adolf seck,adolf,M
6846,1185215,professorin dr. bettine menke,bettine,F
6847,1088258,professor dr. stefan halle,stefan,M
6848,1717599,professor dr. andrey rogach,andrey,M
6849,237621918,dr. matthias egeler,matthias,M
6850,1450520,professor dr. roger nitsch,roger,M
6851,331494911,johannes theodor nikolaus krebs,nikolaus,M
6852,399070177,dr. franziska auer,franziska,F
6853,9586050,professor dr.-ing. joachim ernst hoffmann,ernst,M
6854,1622936,dr. christian rolf,christian,M
6855,1643959,privatdozentin dr. barbara grimpe,barbara,F
6856,1403279,privatdozent dr.-ing. karl friehs,karl,M
6857,27603808,privatdozent dr. sergiy divinski,sergiy,M
6858,1451560,professor dr. bernd lucke,bernd,M
6859,1494476,professor dr. burkhard heer,burkhard,M
6860,1803617,professor dr. rainer burghard,rainer,M
6861,1776497,wolfgang dannhorn,wolfgang,M
6862,253829717,dr. froukje van der zwan,der,F
6863,223381560,"privatdozent dr. gurumoorthy krishnamoorthy, ph.d.","krishnamoorthy,",
6864,1335349,professor dr.-ing. dieter wünsch,dieter,M
6865,1053480,professor dr. reinhard x. fischer,x.,
6866,1464631,dr. sabine tzschaschel,sabine,F
6867,1599148,dr.-ing. monika gerig,monika,F
6868,268164721,dr. julia marshall,julia,F
6869,12918627,privatdozent dr. roman fischbach,roman,M
6870,1683409,professor dr. rainer georg jörgensen,georg,M
6871,240876725,dr. ghassan el masri,el,?
6872,1464328,professor dr. alejandro p. buchmann,p.,
6873,6267,professor dr. fritz sack,fritz,M
6874,34118315,privatdozent dr.-ing. frank bellmann,frank,M
6875,1414756,privatdozent dr. jürgen hess,jürgen,
6876,1302967,dr. jens wolfgang tomm,wolfgang,M
6877,1819207,professor dr. harry hoster,harry,M
6878,1435305,professor dr. jörg weimann,jörg,
