,person_id,name,first_name,gender
30252,1284215,professor dr. christian p. speer,p.,
30253,1698932,dr. ralph waldschütz,ralph,M
30254,249843933,dr. zbigniew galazka,zbigniew,M
30255,1780281,dr. florian forster,florian,M
30256,1116590,professor dr.-ing. rolf isermann,rolf,M
30257,1675638,dr. dietmar fack,dietmar,M
30258,1372549,dr. anke simone wendt,simone,F
30259,1702364,professor dr. gernot friedrichs,gernot,M
30260,1325080,dr. horst wendrock,horst,M
30261,17608706,professor dr.-ing. mathias liewald,mathias,M
30262,1184244,"professor dr. harald von melchner, ph.d.","melchner,",
30263,1875451,professor dr. boris schröder-esselbach,boris,M
30264,9624905,professor dr. sven kommer,sven,M
30265,22465780,professorin dr. enrica bordignon,enrica,F
30266,313938466,"privatdozentin dr. jasmin wellbrock, ph.d.","wellbrock,",
30267,43659837,dr. takeshi kuroda,takeshi,M
30268,1054721,professor dr. robert fleischer,robert,M
30269,1551213,professor dr. dieter ziegler,dieter,M
30270,1922599,dr. larysa aza,larysa,F
30271,1952740,professor dr. miquel martín casals,martín,
30272,258935402,dr. hauke wetzel,hauke,M
30273,156608948,professorin dr. helen christen,helen,F
30274,188498838,dr. marianne maertens,marianne,F
30275,1685339,professorin dr. angelika siehr,angelika,F
30276,14168708,dr. hagen schmidt,hagen,M
30277,49496193,"professorin dr. maren roman, ph.d.","roman,",
30278,1147958,professor dr.-ing. joachim krüger,joachim,M
30279,1233792,privatdozent dr. michael rickmann,michael,M
30280,1602818,dr. friedemann spicker,friedemann,M
30281,1025217,professor dr. wilhelm claupein,wilhelm,M
30282,1613475,professor dr. olaf klepel,olaf,M
30283,1062929,professor dr.-ing. robert gasch,robert,M
30284,387083159,"dr. markus dick, ph.d.","dick,",
30285,1073684,professor dr. hans-werner goetz,hans-werner,
30286,1151646,professorin dr. ingeborg krägeloh-mann,ingeborg,F
30287,1211223,professorin dr. nahid parvizi,nahid,F
30288,1059455,professor dr. norbert frei,norbert,M
30289,1742221,professor dr. hans-joachim anders,hans-joachim,
30290,1614371,professor dr. eckhard thines,eckhard,M
30291,1064693,professor dr. robert gdanitz,robert,M
30292,1829774,dr. rené preusker,rené,
30293,1813229,professor dr. ulrich mescheder,ulrich,M
30294,339463778,dr. anne holzmüller-riechers,anne,F
30295,1698375,professorin dr. friederike pannewick,friederike,F
30296,235079463,professor dr. timo strünker,timo,M
30297,1390099,privatdozent dr. christoph wolfgang spraul,wolfgang,M
30298,91551422,privatdozent dr. felix schönbrodt,felix,M
30299,83863426,dr. christoph freysoldt,christoph,M
30300,1765044,professor dr. andreas reif,andreas,M
30301,1822223,michael hain,michael,M
30302,1706620,dr. birgit s. neuer,s.,
30303,1856135,professor dr. christoph möllers,christoph,M
30304,1376509,professor dr. thomas vojta,thomas,M
30305,1343349,professor dr. walter trillmich,walter,M
30306,1462886,professor dr. darius moradpour,darius,M
30307,1339219,professor dr. harald zimmermann,harald,M
30308,244488753,professor dr.-ing. markus richter,markus,M
30309,1432471,professorin dr. gudrun schwarzer,gudrun,F
30310,1699288,dr. sabine hombach-klonisch,sabine,F
30311,261104198,dr. katrin burkart,katrin,F
30312,1379257,professor dr. hans-peter blossfeld,hans-peter,
30313,1564667,professor dr. hubert petersmann (†),petersmann,
30314,32214443,professor dr. norbert vennemann,norbert,M
30315,186638883,dr. andreas seifert,andreas,M
30316,1625137,professor dr. uwe haberkorn,uwe,M
30317,43045530,professor dr. andreas kaplony,andreas,M
30318,70878381,professor dr. andrea cavalleri,andrea,F
30319,1708377,dr. sarah steinvorth,sarah,F
30320,1011928,professor dr. stefan bornholdt,stefan,M
30321,1275294,professor dr. klaus von see (†),see,M
30322,1155487,professor dr. wolfgang kuhnt,wolfgang,M
30323,1242439,privatdozent dr. hans k. rudolph,k.,
30324,1718966,dr. ralf schmid,ralf,M
30325,271869484,dr. julian helfferich,julian,M
30326,167377285,dr. andrea lübcke,andrea,F
30327,1253198,privatdozent dr. harald schilling,harald,M
30328,59491434,"professor tilman hackeng, ph.d.","hackeng,",
30329,1694132,dr. alexander röth,alexander,M
30330,1870133,professor dr. golo d. kronenberg,d.,
30331,1547224,professor dr. david wharam,david,M
30332,52772935,dr. cornelia kiank,cornelia,F
30333,52957428,dr. christian komusiewicz,christian,M
30334,1101606,professor dr. heiko hecht,heiko,M
30335,1368684,professor dr. dieter mersch,dieter,M
30336,1874830,dr. berta sivan,berta,F
30337,1682005,robert schelp,robert,M
30338,119665532,dr. bernard doudin,bernard,M
30339,1401277,privatdozent dr. henrik winkler,henrik,M
30340,1777262,dr. holger eubel,holger,M
30341,244680742,privatdozent dr. peter stadler,peter,M
30342,189978084,dr. alexei bagrets,alexei,M
30343,1692365,professor dr. john m. spalek,m.,
30344,1596209,dr. matthias neeb,matthias,M
30345,1854842,professor dr. simon fillatreau,simon,M
30346,1447505,privatdozent dr. thomas stephan,thomas,M
30347,1705352,professor dr. michael ristow,michael,M
30348,1315918,professor dr.-ing. manfred h. wagner,h.,
30349,1583716,professor dr. daguang cai,daguang,
30350,393713625,dr. falk mancke,falk,M
30351,240709221,dr. reginald muskett,reginald,M
30352,1822319,dr. andrej-nikolai spiess,andrej-nikolai,
30353,257136047,dr. markus keck,markus,M
30354,254466331,dr. onur kerimoglu,onur,M
30355,1696313,dr. martin bauschke,martin,M
30356,1192903,professor dr. bodo müller,bodo,M
30357,1427947,dr.-ing. markus j. kloker,j.,
30358,1707801,dr. thorsten mende,thorsten,M
30359,1365603,professor dr. hans a. kretzschmar (†),kretzschmar,
30360,201712214,privatdozent dr. dirk ziebolz,dirk,M
30361,45462368,professor dr. gregor domes,gregor,M
30362,33176518,professor dr. robert spatschek,robert,M
30363,277896234,dr.-ing. drazen veselovac (†),veselovac,
30364,158252919,professorin dr. meike kasten,meike,F
30365,1645413,professor dr. gert audring,gert,M
30366,1628830,professor dr. günther wartenberg (†),wartenberg,
30367,1232609,professor dr.-ing. kyong-tschong rie,kyong-tschong,
30368,1844624,privatdozent dr. thomas jacobs,thomas,M
30369,1362561,privatdozent dr. wolfgang seifarth,wolfgang,M
30370,401841533,dr. sandra van der auwera,der,F
30371,1361419,professor dr. karl peter hadeler,peter,M
30372,1570923,privatdozent dr. stefan söldner-rembold,stefan,M
30373,82695374,dr. rajkumar savai,rajkumar,M
30374,43823471,dr. cui chen,cui,?
30375,253551789,professor dr. kai-uwe zirk,kai-uwe,
30376,1426632,privatdozent dr. jens oliver funk,oliver,M
30377,288845912,dr. tobias daniels,tobias,M
30378,1755044,dr. harald kullmann,harald,M
30379,256360589,dr. sebastian fiedler,sebastian,M
30380,1865960,dr.-ing. areti papastavrou,areti,F
30381,1842686,professor dr. frank neubacher,frank,M
30382,1724237,professor dr. essameddin badreddin,essameddin,
30383,1420838,dr. jörg koglin,jörg,
30384,32930263,professor dr. tamas horvath,tamas,M
30385,1268897,professor dr. michael schultz,michael,M
30386,1182102,professor dr. peter g. mezger,g.,
30387,1131956,professorin dr. christiane kirchhoff,christiane,F
30388,1337621,professor dr. bernt zeitzschel,bernt,M
30389,1801234,dr. hans-christian kornau,hans-christian,
30390,258354304,dr. stephan göttig,stephan,M
30391,1757642,dr. dietmar schlosser,dietmar,M
30392,1330523,professor dr. ulrich widmaier,ulrich,M
30393,1469098,professor dr.-ing. torsten bertram,torsten,M
30394,329493968,professor dr. markus heydenreich,markus,M
30395,43721168,professor dr. jiong guo,jiong,?
30396,1919258,professor dr. martin bodo plenio,bodo,M
30397,75896756,professor dr. jan becker,jan,M
30398,399505497,"dr. niyati vachharajani, ph.d.","vachharajani,",
30399,1815224,privatdozentin dr. katharina fietze,katharina,F
30400,1590702,professor dr. eberhard feess,eberhard,M
30401,185776595,dr. frank reidegeld,frank,M
30402,422721,dr. bianca hörsch,bianca,F
30403,150305234,"dr. christian grothoff, ph.d.","grothoff,",
30404,1221214,dr. walter a. prütz,a.,
30405,1684920,professor dr. andreas bausch,andreas,M
30406,33790243,stefan küster,stefan,M
30407,1399833,professor dr. roland gerhards,roland,M
30408,2002111,privatdozentin dr. milka nikolova todorova,nikolova,
30409,1560599,dr. andre schneider,andre,M
30410,1775887,professor dr. walter schweidler,walter,M
30411,148646898,professorin dr. anna köhler,anna,F
30412,1818799,professorin dr. catherine meyer-schwesinger,catherine,F
30413,1803931,professor dr. holger schlingloff,holger,M
30414,1330010,professor dr. otto wilhelm witte,wilhelm,M
30415,1472534,professor dr. dieter f. braus,f.,
30416,1585384,professor dr.-ing. pu li,pu,?
30417,1123601,professor dr. bernhard kadenbach,bernhard,M
30418,1433668,professor dr. rudolf liedl,rudolf,M
30419,1802771,dr. wolfgang barz,wolfgang,M
30420,1438101,professorin dr. michaela wänke,michaela,F
30421,267059768,dr. manuel weber,manuel,M
30422,1409222,professor dr. ralph lucius,ralph,M
30423,1603289,professor dr. martin rothgangel,martin,M
30424,1285931,professor dr.-ing. jürgen starnick,jürgen,
30425,1528905,professor dr. jochen dieter range,dieter,M
30426,289707639,dr. anna karpova,anna,F
30427,1036725,professor dr. lothar dresen,lothar,M
30428,1022131,dr. sabine bühner,sabine,F
30429,1491919,dr. nikolaus hansen,nikolaus,M
30430,144058778,dr. kerstin schepanski,kerstin,F
30431,266411953,professor dr. dietmar bauer,dietmar,M
30432,1365969,dr. hannelore haase,hannelore,F
30433,1807460,dr. heiko oertling,heiko,M
30434,163435711,professor dr. thilo kuntz,thilo,M
30435,40853978,dr. philipp pickerodt,philipp,M
30436,1691271,professor dr. peter szurman,peter,M
30437,1788405,professor dr. armin schulz (†),schulz,
30438,172101883,professor dr. george a. kowalchuk,a.,
30439,398184093,dr. charlotte keller,charlotte,F
30440,1549647,professor dr. volker wulf,volker,M
30441,1332824,professor dr. hellmut wollmann,hellmut,M
30442,1673732,dr. claude braun,claude,M
30443,340321997,"professor dr. benny bar-on, ph.d.","bar-on,",
30444,24391575,professor dr. daniel bertrand,daniel,M
30445,1427688,professor dr. thomas roeder,thomas,M
30446,28320213,dr. jürgen neuhaus,jürgen,
30447,187421653,"professor gordon cheng, ph.d.","cheng,",
30448,1813768,dr. inga mewis,inga,F
30449,241356909,professor dr. martin wagner,martin,M
30450,1820971,dr. danko nikolic,danko,M
30451,13308098,privatdozentin dr. jolle tchinda,jolle,M
30452,133611128,dr. britta george,britta,F
30453,1345188,professor dr. hans schlosser,hans,M
30454,1395866,professorin dr. elvira hinsch,elvira,F
30455,1450783,professor dr. axel beer,axel,M
30456,1402514,professor dr. wilhelm k. aicher,k.,
30457,1651779,professor dr. georg m. lauer,m.,
30458,1372091,dr. patrick henning,patrick,M
30459,235834659,professor dr. christoph rothe,christoph,M
30460,397482772,dr. simon lewis,simon,M
30461,1712230,professor dr. carlo ewerz,carlo,M
30462,1800061,professor dr. oliver einsle,oliver,M
30463,1828126,dr. torsten kreer,torsten,M
30464,1613699,professor dr. peter e. kloeden,e.,
30465,1575417,professor dr. david basin,david,M
30466,2040712,professorin dr. patrizia ziveri,patrizia,F
30467,328194263,dr. lisa honold,lisa,F
30468,251870479,dr. céline vetter,céline,
30469,1248557,professor dr. wolfgang schade,wolfgang,M
30470,1662166,professorin dr. heike pröhl,heike,F
30471,1768824,professor dr. stefan keym,stefan,M
30472,141763668,dr. gennadiy zelinskyy,gennadiy,M
30473,233460812,privatdozentin dr. annette albert-zerlik,annette,F
30474,201809487,dr. luis vicente,luis,M
30475,1439922,privatdozentin dr. ruth brack-werner,ruth,F
30476,135494673,professor dr. fernando zúniga,fernando,M
30477,320227422,dr. yoko matsumura,yoko,F
30478,1833728,dr. frauke bataille,frauke,F
30479,54903936,professor dr. olaf groh-samberg,olaf,M
30480,1640956,professor dr. karl m. menten,m.,
30481,1235221,professor dr. karlheinz richter,karlheinz,M
30482,1055324,professor dr. ulrich r. fölsch,r.,
30483,194451017,professor dr. tim kaufmann,tim,M
30484,276100195,dr. robert bredereck,robert,M
30485,1578050,professor dr. christer lindqvist,christer,M
30486,242382808,dr. maria remenyi,maria,F
30487,227989009,dr. christiane zamponi,christiane,F
30488,1622276,dr. ulrike strecker,ulrike,F
30489,997251,professorin dr. ulrike beisiegel,ulrike,F
30490,1818563,professorin dr. elin fredsted,elin,F
30491,295162593,professor dr. alexander hasse,alexander,M
30492,33258157,dr.-ing. sven möller,sven,M
30493,235661599,dr. marko knoll,marko,M
30494,1461062,privatdozent dr. viktor arbusow,viktor,M
30495,233558963,dr. tom tetzlaff,tom,M
30496,1067337,dr. johannes f gebert,f,
30497,162266664,dr. norman uhlmann,norman,M
30498,5678,professor dr. henner von hesberg,von,M
30499,25104949,professor dr. hans middelkoop,hans,M
30500,1091269,professor dr. dieter henrich,dieter,M
30501,44888320,professor dr. noel sebastian keenlyside,sebastian,M
30502,96970202,dr. martin grund,martin,M
30503,1756124,dr. tanja heller,tanja,F
30504,1259181,professor dr. rudolf schmitz,rudolf,M
30505,315348085,dr. daniel hess,daniel,M
30506,1445143,professor dr. hans amann,hans,M
30507,44213144,professorin dr. päivi törmä,päivi,
30508,261192,professor dr. jochen küppers,jochen,M
30509,52425335,professor dr. alec michael wodtke,michael,M
30510,1597655,privatdozentin dr. katja klugewitz,katja,F
30511,1792119,dr. francesca ciccolini,francesca,F
30512,137153890,privatdozent dr. andreas menzel,andreas,M
30513,206326029,dr. nicole posth,nicole,F
30514,1133824,professor dr. christoph kleßmann,christoph,M
30515,86156435,dr. tilo beckers,tilo,M
30516,1065979,professor dr. dieter gerlich,dieter,M
30517,1272846,professor dr.-ing. adolf j. schwab,j.,
30518,13390652,professor dr. andreas bechdolf,andreas,M
30519,1127452,professor dr. markus kalesse,markus,M
30520,1242214,professor dr. georg rudinger,georg,M
30521,246353815,professor dr. manuel fröhlich,manuel,M
30522,210573793,"dr. miya kato rand, ph.d.","rand,",
30523,392241463,"dr. almudena ortega-gomez, ph.d.","ortega-gomez,",
30524,1114516,"professorin dr. robyn elisabeth hudson, ph.d.","hudson,",
30525,1660547,professor dr. claus czeslik,claus,M
30526,255281260,dr. marie oliver metzig,oliver,M
30527,1820451,professor dr. oliver rühmann,oliver,M
30528,2046601,professor dr. werner nau,werner,M
30529,95154059,dr. olaf hohm,olaf,M
30530,290029492,dr. christian schmidt-wellenburg,christian,M
30531,1066767,professor dr. jürgen geis-gerstorfer,jürgen,
30532,216735704,professorin dr. stefanie christine becker,christine,F
30533,158106940,professor dr. martin feelisch,martin,M
30534,54206702,dr. jan kammenga,jan,M
30535,1426516,professor dr. max krott,max,M
30536,1796645,professorin dr. konstanze f. winklhofer,f.,
30537,237510901,dr. julian schulze,julian,M
30538,1763035,professor dr. ernst heumann,ernst,M
30539,202726559,professor dr. michael j. plewa,j.,
30540,188368179,dr. hartwig bischof,hartwig,M
30541,401106965,dr. liya wu,liya,F
30542,1772691,professorin dr. susanne maurer,susanne,F
30543,19083774,dr. john wheeler,john,M
30544,996705,professor dr. ulrich behrens,ulrich,M
30545,221939450,dr. jens kortmann,jens,M
30546,1802449,dr. gry mine berg,mine,F
30547,1259573,professor dr. josef schmitz,josef,M
30548,1463853,professor dr. werner wirth,werner,M
30549,1699559,professor dr.-ing. bernd sauer,bernd,M
30550,1145363,dr. manfred konrad,manfred,M
30551,1005783,privatdozent dr. ingolf blasig,ingolf,M
30552,223899324,privatdozent dr. volker siffrin,volker,M
30553,1734266,maria lühken,maria,F
30554,14866179,privatdozent dr. hannes schmidt,hannes,M
30555,315326747,dr. debasish banerjee,debasish,M
30556,256802613,"privatdozent dr. tamás röszer, ph.d.","röszer,",
30557,1043076,professor dr. christof von eiff,von,M
30558,1520266,privatdozentin dr. monika c. m. müller,m.,
30559,1379066,professor dr. johann behrens,johann,M
30560,1099336,professor dr.-ing. wolfgang heinrich,wolfgang,M
30561,1524649,professor dr. wolfgang paul,wolfgang,M
30562,49701642,professor dr. andrey v. zibarev,v.,
30563,1041547,professor dr. hans-dieter ehrich,hans-dieter,
30564,1195880,dr. rainer müller,rainer,M
30565,1223366,professor dr. ulrich quast,ulrich,M
30566,1375386,dr. gert nolze,gert,M
30567,201502985,dr. doris bachmann-medick,doris,F
30568,227479647,professor dr. albrecht stroh,albrecht,M
30569,133017335,dr. cornelius gahl,cornelius,M
30570,72906382,dr. michael waltisberg,michael,M
30571,159684353,dr. christopher wolf,christopher,M
30572,166042806,professorin dr. simone scherger,simone,F
30573,1758754,dr. uwe müller,uwe,M
30574,988203,professor dr. gerhard allroggen,gerhard,M
30575,1765128,professor dr. sven dänicke,sven,M
30576,1816922,professor dr. werner lehnert,werner,M
30577,224697550,"dr. elzbieta brzuszkiewicz, ph.d.","brzuszkiewicz,",
30578,220110498,dr. stefan westermann,stefan,M
30579,1643462,professor dr. josef schmid,josef,M
30580,1570464,dr. johanna mansfeld,johanna,F
30581,298893219,dr. kyung min noh,min,?
30582,1641950,dr.-ing. vassili plochikhine,vassili,M
30583,1386136,professor dr. heinz saedler,heinz,M
30584,1806136,privatdozent dr. andreas lösch,andreas,M
30585,267332523,dr. melanie weirich,melanie,F
30586,1409181,dr. harald hutter,harald,M
30587,51196076,professor dr. mikhail gelfand,mikhail,M
30588,1680728,privatdozent dr. joachim apel,joachim,M
30589,279353117,professor dr. matthias feige,matthias,M
30590,236703165,professorin dr. britta tietjen,britta,F
30591,1355424,privatdozent dr. klaus schlottmann,klaus,M
30592,267001654,dr. rené feder,rené,
30593,1560560,professorin dr. jutta m. schneider,m.,
30594,42985301,dr. wolfgang bandilla,wolfgang,M
30595,1345426,professor dr. dietmar willoweit,dietmar,M
30596,1565332,professor dr. fritz schick,fritz,M
30597,1344189,professorin dr. ursula thiemer-sachse,ursula,F
30598,1719386,professor dr. thomas lahaye,thomas,M
30599,1631813,professor dr. ulf panzer,ulf,M
30600,1784228,privatdozent dr.-ing. nils christopher gerhardt,christopher,M
30601,1671993,professor dr. hans-albrecht koch,hans-albrecht,
30602,1600348,professor dr. christian wagner,christian,M
30603,1437749,privatdozent dr. frank lisker,frank,M
30604,1623246,professor dr.-ing. wolfgang alles,wolfgang,M
30605,15027512,professor dr. martin canis,martin,M
30606,25800951,professorin dr. eva breindl,eva,F
30607,274875449,"dr. jordi tomàs roig, ph.d.","roig,",
30608,1234970,professor dr. mike rinck,mike,M
30609,1650656,dr. max scheffer,max,M
30610,1182267,professor dr. herbert meier,herbert,M
30611,1457324,dr. hubert motschmann,hubert,M
30612,1772388,professor dr. wolfgang h. müller,h.,
30613,1653268,professor dr. frank schweda,frank,M
30614,364224588,dr.-ing. kristin hecht,kristin,F
30615,299292099,professor dr. lukasz japtok,lukasz,M
30616,57812169,professorin dr. jutta ecarius,jutta,F
30617,1372499,dr. manuela vergoossen,manuela,F
30618,30797994,professor dr. marc armbrüster,marc,M
30619,1730880,professor erwin emmerling,erwin,M
30620,1832206,dr.-ing. miltiadis parotidis,miltiadis,M
30621,1846549,dr. timo kahles,timo,M
30622,377574927,dr. yoram ben-shaul,yoram,M
30623,1421668,professor dr.-ing. ludger klinkenbusch,ludger,M
30624,1099831,professor dr. andreas j. helbig (†),helbig,
30625,1449311,professor dr. dirk lutz krausse,lutz,M
30626,1766420,professor dr. georg rümpker,georg,M
30627,1662426,professor dr.-ing. wolfgang brameshuber (†),brameshuber,
30628,280719877,dr.-ing. felix büsching,felix,M
30629,164011848,dr. heike wex,heike,F
30630,37660721,professor dr. uwe ritter,uwe,M
30631,1549394,dr. jürgen woenckhaus,jürgen,
30632,1029809,professor dr. manfred denker,manfred,M
30633,127754188,privatdozent dr. uwe schütz,uwe,M
30634,1828014,professorin dr. kerstin reimers-fadhlaoui (†),reimers-fadhlaoui,
30635,392652705,dr. clemens neudorfer,clemens,M
30636,1118197,professor dr.-ing. hartmut janocha,hartmut,M
30637,243371983,professor dr. michael feldhaus,michael,M
30638,239290811,professor dr.-ing. tobias fieback,tobias,M
30639,1723637,professor dr. volker grabowsky,volker,M
30640,1230568,professor dr. thomas reischmann,thomas,M
30641,1304674,professor dr. steffen trimper,steffen,M
30642,1576161,dr. uwe schmitt,uwe,M
30643,211201322,dr. nourou s. yorou,s.,
30644,12898128,dr. christoph benedikt rüdt,benedikt,M
30645,1354640,dr. beate wilhelm,beate,F
30646,259744810,svenja kockert,svenja,F
30647,263892505,dr. alain omont,alain,M
30648,388959868,dr. anna-lena schubert,anna-lena,
30649,1418786,dr. harald huber,harald,M
30650,1614227,professor dr. felix beuschlein,felix,M
30651,2047526,professor dr. martin winter,martin,M
30652,203229128,dr. helena kiefel,helena,F
30653,1452092,professorin dr. elke günther,elke,F
30654,1384037,professor dr. michael loewenhaupt,michael,M
30655,229225833,dr. juliane wischnewski,juliane,F
30656,1575970,professor dr. florian einsiedl,florian,M
30657,1179709,professor dr. hermann a. mayer,a.,
30658,219868322,"dr. anulark naber, ph.d.","naber,",
30659,1453789,professor dr. thomas bartelborth,thomas,M
30660,1770580,professor dr. george iliakis,george,M
30661,1437408,dr. wolf-dieter heinrich,wolf-dieter,
30662,1481256,professor dr. kai fauth,kai,?
30663,1782491,privatdozent dr. jens wippermann,jens,M
30664,349026020,dr. alfred schmid,alfred,M
30665,1282414,professor dr. ulrich sommer,ulrich,M
30666,1654781,dr. andreas möller,andreas,M
30667,281662151,dr. fiene horeischi,fiene,
30668,1544238,professor dr. alexander wanner,alexander,M
30669,130806497,professorin dr. bettina fritzsche,bettina,F
30670,403207055,"dr. ana textor, ph.d.","textor,",
30671,1345122,professor dr.-ing. andreas pfennig,andreas,M
30672,222843888,professor dr. michael putzier,michael,M
30673,196404524,professor dr. moritz kuhn,moritz,M
30674,79726016,professor dr. lars schmidt-thieme,lars,M
30675,1822060,professor dr. wulf blankenfeldt,wulf,M
30676,1847928,sabine gralla,sabine,F
30677,54863058,professor dr. carlos alós-ferrer,carlos,M
30678,2040252,professor dr. philippe martinez,philippe,M
30679,84395693,professor dr. wlodzimierz dudzinski,wlodzimierz,
30680,5518,professor dr. hans-joachim gehrke,hans-joachim,
30681,1085144,professor dr. peter hagedorn,peter,M
30682,66270350,dr. patrick müller,patrick,M
30683,128045150,dr. david morche,david,M
30684,1714349,professor dr. christoph spengel,christoph,M
30685,1849191,privatdozent dr. steffen kolb,steffen,M
30686,282895529,dr. tanja skambraks,tanja,F
30687,1653056,professor dr. uwe schimank,uwe,M
30688,1250692,professor dr. andreas schelten,andreas,M
30689,22463462,dr. antje kampf,antje,F
30690,1829028,dr. andreas benesic,andreas,M
30691,1641140,dr. carsten paulmann,carsten,M
30692,1597140,professor dr.-ing. jürgen becker,jürgen,
30693,1322864,professor dr. wolfgang werner,wolfgang,M
30694,1482249,dr. manuela fischer,manuela,F
30695,12489421,professor dr. martin bornhäuser,martin,M
30696,251783,professor dr. theo sundermeier,theo,M
30697,188403423,privatdozentin dr. erdenechimeg günther,erdenechimeg,
30698,1860494,dr. imke brüggemann,imke,F
30699,129316872,professor dr. ronny thomale,ronny,M
30700,1850767,professor dr. volker grimm,volker,M
30701,1705389,professor dr. markus rothacher,markus,M
30702,1682226,dr.-ing. alexandra henze,alexandra,F
30703,1730217,dr. hermann geyer,hermann,M
30704,1000226,professor dr. christian betzler,christian,M
30705,279132636,professor dr. philipp lersch,philipp,M
30706,1755674,privatdozent dr. ulrich müller,ulrich,M
30707,1635815,dr. karen ziegler,karen,M
30708,1189919,professor dr. wolfhard möller,wolfhard,M
30709,166220403,"privatdozent dr. reinhard senff, ph.d.","senff,",
30710,1199232,professor dr. jörg f.w. negendank,f.w.,
30711,1450151,dr. thomas e. hansen-hagge,e.,
30712,216136518,professor dr. peter scholze,peter,M
30713,260361042,"professorin dr. maria asensio menchero, ph.d.","menchero,",
30714,1819476,professor dr.-ing. hans-werner zoch,hans-werner,
30715,1364379,professor dr. wilderich tuschmann,wilderich,M
30716,1459128,privatdozent dr. joachim granzin,joachim,M
30717,132586707,professorin dr. ophelia k. c. tsui,c.,
30718,55764593,dr. ralf krelaus,ralf,M
30719,1874793,dr. malte thoma,malte,M
30720,1688283,professor dr. thomas klie,thomas,M
30721,1824597,dr. peter demel,peter,M
30722,179136026,dr. barbara gerke,barbara,F
30723,47837740,dr. ekaterina zaitseva,ekaterina,F
30724,1377834,dr. ulrich böcker,ulrich,M
30725,1460989,dr. mark schäfer,mark,M
30726,391049749,dr. franziska greulich,franziska,F
30727,1670850,professor dr. thorsten lang,thorsten,M
30728,244784856,dr. sven malchow,sven,M
30729,1669426,professorin dr. natalie binczek,natalie,F
30730,54186438,privatdozent dr. markus quirin,markus,M
30731,1152203,professor dr. bernd j. kröger,j.,
30732,1927163,dr. alberto podjarny,alberto,M
30733,864481,professorin dr. heike klippel,heike,F
30734,15908529,dr. ulrich stingl,ulrich,M
30735,6565,professor dr. albrecht wendel,albrecht,M
30736,1600763,professor dr. henning windhagen,henning,M
30737,1016775,professor dr. frank brombacher,frank,M
30738,170443042,dr. markus ganter,markus,M
30739,996774,professor dr. hartmut becker,hartmut,M
30740,1318917,professor dr. hans-jürgen weber,hans-jürgen,
30741,1638648,professor dr. hans-peter ullmann,hans-peter,
30742,103462322,dr. enikoe seres,enikoe,
30743,1244790,professor dr. gerhard sandmann,gerhard,M
30744,254671849,dr. martin kreuzer,martin,M
30745,130251988,dr. tatjana hildebrandt,tatjana,F
30746,280312245,professorin dr. stefanie kroker,stefanie,F
30747,37966342,dr. thorsten stafforst,thorsten,M
30748,1714202,professor dr.-ing. arnold kühhorn,arnold,M
30749,1575312,professor dr. hubert kaufhold,hubert,M
30750,261780,professor dr. o.-r. kaaden,o.-r.,
30751,987957,professor dr. schafik allam,schafik,
30752,110632069,professorin dr. laila salah el-din ahmad youssef,ahmad,M
30753,164335525,dr. jeanette held,jeanette,F
30754,167496276,professorin dr. dina m. bitar,m.,
30755,298746102,dr.-ing. hisham elsafti,hisham,M
30756,1829050,professor dr. edgar lersch,edgar,M
30757,1450527,professor dr. dieter naber,dieter,M
30758,1324182,professor dr. ulrich wengenroth,ulrich,M
30759,1816064,christiane kohler-weiß,christiane,F
30760,1098371,professor dr. reinhard hentschke,reinhard,M
30761,1383660,professor dr. gerhard kurz,gerhard,M
30762,269242778,dr. mario schmidt,mario,M
30763,1120244,professor dr. dieter jeckel,dieter,M
30764,1075584,professor dr. michael th. greven (†),greven,
30765,1353309,privatdozentin dr. andrea kruse,andrea,F
30766,1052670,professor dr. dieter fick,dieter,M
30767,231855117,privatdozentin dr. katharina luttenberger,katharina,F
30768,1280676,professor dr. jan-christoph simon,jan-christoph,
30769,237607546,dr. lukasz plucinski,lukasz,M
30770,1171694,professor dr. jens lüdtke,jens,M
30771,282623067,dr. adriane icenhour,adriane,F
30772,225058713,dr. patrick müller,patrick,M
30773,208234250,professor richard neutze,richard,M
30774,1703807,dr. ulrich putz,ulrich,M
30775,13574110,dr. thorsten maly,thorsten,M
30776,45994883,dr. dominique haubert,dominique,?
30777,1775745,professorin dr. anna maria theis-berglmair,maria,F
30778,1285106,privatdozent dr. dietmar h. spengler,h.,
30779,1129173,professorin dr. stephanie kelter,stephanie,F
30780,1749468,dr. richard du mesnil de rochemont,de,?
30781,378517284,"dr. jose daniel zaldivar perez, ph.d.","perez,",
30782,239894141,dr. athanasios anastasiadis,athanasios,M
30783,1611471,professor dr. hans-joachim ziegeler,hans-joachim,
30784,1766994,professorin dr. signe rotter-broman,signe,F
30785,1553179,dr. michael ley,michael,M
30786,239162605,dr. conrad schmidt,conrad,M
30787,1475294,dr. ingrid chorus,ingrid,F
30788,1801468,professor dr. günter meinhardt,günter,
30789,168826994,professor dr. boris p. paal,p.,
30790,1525245,professor dr. josef perner,josef,M
30791,267579310,professorin dr. almut balleer,almut,F
30792,1786148,dr. yvonne hofmann,yvonne,F
30793,9622831,professor dr. franz wolfgang hirsch,wolfgang,M
30794,84378280,professor dr. deqing zhang,deqing,
30795,25228154,dr. nasser semmo,nasser,M
30796,235603527,dr. sandra marianne lang,marianne,F
