,project_id,gender_index
0,268931.0,0.16666666666666666
1,269007.0,0.14285714285714285
2,269105.0,0.16666666666666666
3,269145.0,0.08333333333333333
4,269237.0,0.0
5,269379.0,0.14285714285714285
6,269443.0,0.1
7,269889.0,0.3333333333333333
8,270059.0,0.08333333333333333
9,270207.0,0.2857142857142857
10,270225.0,0.07142857142857142
11,270327.0,0.2
12,270463.0,0.2222222222222222
13,270807.0,0.5
14,270995.0,0.25
15,271055.0,0.1111111111111111
16,271095.0,0.36363636363636365
17,271141.0,0.2
18,271177.0,0.2222222222222222
19,271193.0,0.23076923076923078
20,271207.0,0.14285714285714285
21,271237.0,0.2727272727272727
22,271265.0,0.1111111111111111
23,271277.0,0.2222222222222222
24,271289.0,0.1111111111111111
25,271303.0,0.2
26,271315.0,0.2
27,271325.0,0.14285714285714285
28,271363.0,0.07692307692307693
29,271381.0,0.0
30,271437.0,0.2
31,271451.0,0.1111111111111111
32,271473.0,0.0
33,271503.0,0.1
34,271529.0,0.3333333333333333
35,271543.0,0.043478260869565216
36,271565.0,0.2222222222222222
37,271599.0,0.08333333333333333
38,271625.0,0.2857142857142857
39,271645.0,0.08333333333333333
40,271657.0,0.16666666666666666
41,271671.0,0.3333333333333333
42,271699.0,0.4166666666666667
43,271719.0,0.1
44,271733.0,0.125
45,271747.0,0.16666666666666666
46,271761.0,0.16666666666666666
47,271771.0,0.16666666666666666
48,271797.0,0.14285714285714285
49,271917.0,0.07692307692307693
50,271937.0,0.1
51,271975.0,0.35714285714285715
52,271985.0,0.2
53,271999.0,0.375
54,272085.0,0.25
55,272097.0,0.125
56,272107.0,0.06666666666666667
57,272115.0,0.18181818181818182
58,272155.0,0.16666666666666666
59,272165.0,0.07692307692307693
60,272179.0,0.3333333333333333
61,272193.0,0.4
62,272273.0,0.35714285714285715
63,272293.0,0.058823529411764705
64,272311.0,0.18181818181818182
65,272341.0,0.375
66,272361.0,0.125
67,272379.0,0.07692307692307693
68,272389.0,0.07692307692307693
69,272399.0,0.045454545454545456
70,272409.0,0.09090909090909091
71,272465.0,0.25
72,272489.0,0.2
73,272499.0,0.1111111111111111
74,272553.0,0.18181818181818182
75,272563.0,0.2857142857142857
76,272579.0,0.4
77,272595.0,0.4444444444444444
78,272617.0,0.3333333333333333
79,272651.0,0.16666666666666666
80,272675.0,0.16666666666666666
81,272687.0,0.2222222222222222
82,272699.0,0.15384615384615385
83,272707.0,0.2857142857142857
84,272717.0,0.14285714285714285
85,272745.0,0.2727272727272727
86,272755.0,0.15384615384615385
87,272785.0,0.4
88,272795.0,0.15
89,272825.0,0.3076923076923077
90,272863.0,0.3333333333333333
91,272879.0,0.2857142857142857
92,272891.0,1.0
93,272905.0,0.1
94,272909.0,0.0625
95,272919.0,0.17391304347826086
96,272943.0,0.38461538461538464
97,272953.0,0.3333333333333333
98,272963.0,0.125
99,272983.0,0.18181818181818182
100,272991.0,0.08333333333333333
101,272999.0,0.2222222222222222
102,273005.0,0.0
103,273019.0,0.14285714285714285
104,273025.0,0.1111111111111111
105,273033.0,0.2
106,273037.0,0.1
107,273057.0,0.0
108,273063.0,0.09090909090909091
109,273083.0,0.16666666666666666
110,273097.0,0.2222222222222222
111,273113.0,0.0
112,273121.0,0.23076923076923078
113,273135.0,0.14285714285714285
114,273143.0,0.08333333333333333
115,273153.0,0.058823529411764705
116,273161.0,0.3333333333333333
117,273169.0,0.09090909090909091
118,273185.0,0.0
119,273193.0,0.2727272727272727
120,273201.0,0.1111111111111111
121,273209.0,0.0
122,273227.0,0.2857142857142857
123,273231.0,0.07142857142857142
124,273241.0,0.125
125,273249.0,0.3076923076923077
126,273253.0,0.0
127,273257.0,0.0
128,273263.0,0.07692307692307693
129,273275.0,0.0625
130,273279.0,0.25
131,273285.0,0.0625
132,273289.0,0.13636363636363635
133,273293.0,0.07692307692307693
134,273297.0,0.2727272727272727
135,273305.0,0.14285714285714285
136,273315.0,0.16666666666666666
137,273319.0,0.2857142857142857
138,273323.0,0.13333333333333333
139,273337.0,0.07692307692307693
140,273349.0,0.1
