0,1,2,3,4,5,6,7,8,9
10548.0,303.0,664.0,1025.0,111.0,1930.0,223.0,23.0,4.0,667.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
